ledger_id,employee_id,plan_code,plan_name,period,opening_balance,accrued_days,taken_days,adjusted_days,closing_balance,max_entitlement,last_updated,updated_by,ledger_status
LDGSB7LNRJ7S,EMP00350,CL-PLAN-03,Casual Leave,2023-Q1,1.06,9.71,0.5,-0.55,44.0,25,2025-04-26,EMP00047,Final
LDGJONUNZLN4,EMP00618,PL-PLAN-05,Paternity Leave,2023-Q1,5.27,4.78,2.66,0.37,7.76,18,2024-06-16,EMP00017,Revised
LDG0BR4WKJH6,,ML-PLAN-04,Maternity Leave,2023-Q4,21.4,8.12,17.85,1.52,13.19,30,2024-10-25,EMP00028,Final
LDGMW39PZIWL,EMP00020,CL-PLAN-03,Casual Leave,2024-Q4,23.88,7.93,5.95,0.65,26.51,30,2025-05-27,EMP00034,Final
LDG4EPUP06AX,EMP00147,SL-PLAN-02,Sick Leave,2025-Q1,6.22,-5.0,1.67,2.4,16.65,21,2023-06-16,EMP00019,Revised
LDGK2L4JXVLE,EMP00796,CL-PLAN-03,Casual Leave,2024-Q3,3.69,0.2,2.76,-2.83,-1.7,20,2024-02-17,EMP00038,Revised
LDGXHM6TJ2XZ,EMP00638,CL-PLAN-03,Casual Leave,2025-Q1,2.03,1.14,0.44,-2.28,-1.45,15,2023-01-05,EMP00005,Final
LDG2VBDH3WFG,EMP00714,UL-PLAN-07,Unpaid Leave,2024-Q2,13.63,8.87,7.76,-0.64,14.1,20,2025-04-12,EMP00048,Revised
LDGQ9WCNTJAE,EMP00431,CL-PLAN-03,Casual Leave,2023-Q3,4.92,6.67,10.79,2.41,3.21,15,2023-03-08,EMP00029,Draft
LDG7Y4HJ9SXZ,EMP00442,AL-PLAN-01,Annual Leave,2023-Q1,0.07,5.93,2.92,0.99,4.07,15,2024-05-10,EMP00048,Final
LDGQNP7O8L52,EMP00107,CO-PLAN-06,Compensatory Off,2023-Q2,2.32,3.74,5.13,2.8,3.73,18,2023-04-21,EMP00046,Revised
LDGWNRGOJ5FF,EMP00445,AL-PLAN-01,Annual Leave,2024-Q2,22.21,4.76,15.52,-0.43,11.02,30,2023-03-18,EMP00047,Final
LDGMC4AEAWLZ,EMP00568,CL-PLAN-03,Casual Leave,2023-Q3,19.56,3.06,2.02,-2.06,18.54,30,2023-07-21,EMP00022,Final
LDGJ83IWGJCD,EMP00376,CO-PLAN-06,Compensatory Off,2024-Q3,19.97,0.52,18.01,-2.65,-0.17,25,2023-09-17,EMP00027,Revised
LDGMTX9G0KTW,EMP00724,BL-PLAN-08,Bereavement Leave,INVALID-PERIOD,6.63,4.95,4.92,-0.08,6.58,21,2023-08-22,EMP00040,Final
LDGDU0HUGUN0,,CL-PLAN-03,Casual Leave,2025-Q1,2.67,5.29,5.95,-0.25,-2.76,30,2023-07-16,EMP00041,Final
LDGFKULY72KM,EMP00282,PL-PLAN-05,Paternity Leave,2023-Q4,20.67,3.49,23.72,0.02,0.46,25,2023-04-16,EMP00045,Final
LDG0EW7B5XHR,EMP00379,AL-PLAN-01,Annual Leave,2024-Q4,12.22,0.48,3.45,-2.18,7.07,30,2024-12-24,EMP00050,Revised
LDGVW3LEY0H4,EMP00549,PL-PLAN-05,Paternity Leave,2023-Q4,24.01,1.17,9.53,1.98,17.63,21,2025-06-22,EMP00046,Final
LDGSQLM9SIUJ,EMP00624,AL-PLAN-01,Annual Leave,2023-Q2,6.37,9.0,2.42,-0.73,12.22,18,2023-09-22,EMP00049,Final
LDGIM54FG4K3,EMP00266,BL-PLAN-08,Bereavement Leave,2024-Q2,24.23,9.15,27.22,2.38,8.54,30,2023-02-10,EMP00036,Draft
LDG0UL9N99EW,EMP00009,SL-PLAN-02,Sick Leave,2023-Q1,8.72,-5.0,5.26,-2.62,40.0,25,2024-05-22,EMP00012,Draft
LDG8X3UU1HBU,EMP00129,BL-PLAN-08,Bereavement Leave,2025-Q1,0.37,9.25,3.61,-2.99,3.02,25,2024-12-21,EMP00042,Final
LDGBRJXUK37O,EMP00208,PL-PLAN-05,Paternity Leave,2023-Q4,11.59,4.48,12.66,-0.73,2.68,15,2023-10-13,EMP00045,Final
LDGVQPASCH1Q,EMP00702,UL-PLAN-07,Unpaid Leave,2023-Q3,,5.55,30.32,2.47,-8.89,20,2024-05-23,EMP00012,Final
LDGZ08UBUH8E,EMP00261,CO-PLAN-06,Compensatory Off,2025-Q1,18.5,3.09,3.54,-0.48,17.57,15,2024-03-04,EMP00041,Final
LDG15TXG31NV,EMP00056,AL-PLAN-01,Annual Leave,2025-Q1,8.68,1.74,9.55,-2.39,-1.52,25,2024-05-02,EMP00029,Revised
LDGSREODQY7K,EMP00023,AL-PLAN-01,Annual Leave,2024-Q1,11.3,8.29,0.69,2.48,21.38,30,2024-12-01,EMP00034,Draft
LDGOWWRK6FM7,,ML-PLAN-04,Maternity Leave,2023-Q3,18.58,6.28,10.38,-0.71,13.77,25,2023-03-13,EMP00027,Draft
LDGG77OPVDRZ,EMP00114,BL-PLAN-08,Bereavement Leave,2023-Q1,5.39,4.19,6.22,-1.4,1.96,30,2024-02-05,EMP00031,Revised
LDG0DD4PTRNV,EMP00523,AL-PLAN-01,Annual Leave,2024-Q1,17.08,8.14,17.85,-1.51,5.86,20,2024-08-17,EMP00026,Final
LDGCSX3I0W51,EMP00100,AL-PLAN-01,Annual Leave,2024-Q1,16.86,2.64,2.13,-0.67,16.7,18,2024-11-11,EMP00029,Draft
LDGWG9PPPDZW,EMP00609,ML-PLAN-04,Maternity Leave,2024-Q3,6.4,5.84,10.38,-1.68,0.18,20,2024-09-13,EMP00033,Final
LDGKXUW0R2I2,EMP00048,SL-PLAN-02,Sick Leave,2024-Q1,0.1,2.57,1.37,-1.22,-1.08,30,2023-10-11,EMP00005,Final
LDGY9NHFEO78,EMP00459,BL-PLAN-08,Bereavement Leave,2024-Q1,12.27,3.79,11.76,1.08,5.38,30,2024-06-29,EMP00013,Draft
LDGRZ6G9UA9V,EMP00339,CO-PLAN-06,Compensatory Off,2024-Q2,17.51,3.48,20.58,-2.02,-1.61,15,2023-01-28,EMP00039,Final
LDG7EH162T39,EMP00034,CO-PLAN-06,Compensatory Off,2024-Q4,11.95,7.14,13.07,0.08,6.1,30,2024-11-18,EMP00008,Revised
LDGDWNY0ZE0X,EMP00096,BL-PLAN-08,Bereavement Leave,2024-Q4,21.92,2.51,7.54,1.99,18.88,18,2023-01-09,EMP00011,Final
LDGOOTBKD4DE,EMP00066,ML-PLAN-04,Maternity Leave,2023-Q4,15.48,-5.0,17.07,1.98,9.04,15,2025-06-19,EMP00037,Draft
LDGO8JDLZ1YD,EMP00783,ML-PLAN-04,Maternity Leave,INVALID-PERIOD,18.01,7.72,22.68,0.59,3.64,21,2024-10-11,EMP00001,Final
LDGN6NK1KAYH,EMP00201,BL-PLAN-08,Bereavement Leave,2025-Q1,16.18,1.58,15.36,2.14,4.54,18,2025-05-02,EMP00045,Draft
LDG83UK69RJP,,CL-PLAN-03,Casual Leave,2023-Q4,13.86,8.48,6.45,0.4,16.29,25,2024-06-28,EMP00027,Final
LDGINAR8HKGQ,EMP00127,PL-PLAN-05,Paternity Leave,2023-Q3,9.66,1.72,1.88,1.57,44.0,25,2025-06-09,EMP00002,Final
LDGI1LO8PHAE,EMP00639,UL-PLAN-07,Unpaid Leave,2023-Q1,12.14,1.89,9.54,0.66,5.15,25,2024-05-17,EMP00024,Draft
LDG0XL53XBL8,EMP00168,UL-PLAN-07,Unpaid Leave,2024-Q1,5.82,7.63,1.79,-0.6,11.06,25,2025-02-14,EMP00028,Final
LDG0O2Z11E2T,EMP00544,AL-PLAN-01,Annual Leave,2023-Q3,19.26,9.21,9.44,-1.15,17.88,21,2023-11-28,EMP00043,Final
LDG4DMGGC8W4,EMP00520,ML-PLAN-04,Maternity Leave,2024-Q4,9.47,9.63,5.29,-2.81,11.0,20,2024-09-30,EMP00049,Revised
LDGN4TZ3GWIP,EMP00396,CO-PLAN-06,Compensatory Off,2023-Q3,2.61,2.93,5.14,-2.97,-2.57,21,2025-05-14,EMP00047,Final
LDGNATRE3BOX,EMP00763,PL-PLAN-05,Paternity Leave,2023-Q3,20.66,3.98,18.62,0.99,7.01,25,2024-04-14,EMP00031,Revised
LDG2BJPI9LZO,EMP00171,AL-PLAN-01,Annual Leave,2023-Q3,6.98,2.0,0.59,0.12,8.51,15,2023-07-11,EMP00043,Revised
LDGVX2W64A58,EMP00229,CL-PLAN-03,Casual Leave,2024-Q2,23.03,8.81,18.57,-2.89,10.38,20,2024-12-19,EMP00032,Revised
LDG64T60H81S,EMP00743,UL-PLAN-07,Unpaid Leave,2024-Q4,3.99,6.66,6.03,-2.97,-2.65,15,2023-02-07,EMP00042,Revised
LDGTD0BOHGAH,EMP00667,CO-PLAN-06,Compensatory Off,2023-Q3,4.37,4.13,0.47,-0.62,7.41,20,2023-06-03,EMP00037,Revised
LDGSX1LT03FE,EMP00268,PL-PLAN-05,Paternity Leave,2024-Q2,22.76,9.34,23.0,2.58,11.68,21,2023-04-07,EMP00023,Draft
LDGKRX5A4YN9,,BL-PLAN-08,Bereavement Leave,2023-Q1,9.32,3.44,32.76,0.02,0.13,25,2023-07-23,EMP00044,Final
LDGXATJCD8FO,EMP00245,CO-PLAN-06,Compensatory Off,2024-Q4,0.09,-5.0,2.95,1.72,3.28,20,2023-04-04,EMP00008,Final
LDGV0EUPCGL1,EMP00785,BL-PLAN-08,Bereavement Leave,2023-Q3,15.28,2.12,11.15,0.55,6.8,25,2024-10-07,EMP00015,Draft
LDGX9IYHBYCP,EMP00768,AL-PLAN-01,Annual Leave,2024-Q4,6.02,7.69,0.95,-1.23,11.53,20,2023-03-24,EMP00012,Final
LDGF1JYVDBST,EMP00090,AL-PLAN-01,Annual Leave,2023-Q4,18.22,8.18,19.78,-0.15,6.47,21,2025-04-20,EMP00030,Final
LDG49K38G7EG,EMP00227,CL-PLAN-03,Casual Leave,2023-Q3,15.07,4.53,6.8,-0.19,12.61,20,2024-08-19,EMP00019,Draft
LDGLVPRK9ENQ,EMP00733,ML-PLAN-04,Maternity Leave,2024-Q4,5.61,6.01,1.41,0.74,-11.95,21,2024-07-12,EMP00034,Final
LDG4U89PZNH7,EMP00655,SL-PLAN-02,Sick Leave,2024-Q4,0.98,4.03,4.05,-2.29,-1.33,20,2024-05-25,EMP00049,Final
LDGKX62WNV37,EMP00470,CL-PLAN-03,Casual Leave,2023-Q4,7.17,5.08,4.91,-1.49,5.85,21,2023-02-22,EMP00049,Final
LDGY3U7THVCG,EMP00751,AL-PLAN-01,Annual Leave,2023-Q2,3.09,6.25,2.11,0.22,60.0,30,2023-04-05,EMP00018,Final
LDGNJC4MNVTB,EMP00051,PL-PLAN-05,Paternity Leave,INVALID-PERIOD,23.48,0.75,18.04,-2.3,3.89,20,2025-05-09,EMP00028,Final
LDGC4SETDEGC,EMP00721,SL-PLAN-02,Sick Leave,2023-Q2,2.69,3.76,0.33,2.99,9.11,21,2023-06-14,EMP00007,Final
LDG30RPVPGCO,EMP00412,UL-PLAN-07,Unpaid Leave,2024-Q3,6.95,1.13,0.2,-1.2,6.68,21,2023-01-31,EMP00030,Final
LDG336UYHF92,,ML-PLAN-04,Maternity Leave,2023-Q1,8.69,3.85,10.07,-2.23,0.24,15,2024-11-26,EMP00013,Final
LDGLBE8V9H97,EMP00220,AL-PLAN-01,Annual Leave,2024-Q1,10.89,2.12,5.65,1.54,8.9,30,2023-03-16,EMP00034,Final
LDG8MGSGZRDE,EMP00606,ML-PLAN-04,Maternity Leave,2024-Q4,,7.57,10.2,0.75,-8.719999999999999,15,2025-02-06,EMP00004,Draft
LDGPMCCGVDYJ,EMP00575,ML-PLAN-04,Maternity Leave,2023-Q2,4.88,5.56,1.57,1.02,9.89,15,2024-02-23,EMP00022,Revised
LDGLGS66RMK8,EMP00272,AL-PLAN-01,Annual Leave,2024-Q1,7.83,0.42,6.53,-2.95,-1.23,25,2023-04-03,EMP00049,Revised
LDGSLE7MRNKL,EMP00788,PL-PLAN-05,Paternity Leave,2024-Q1,4.73,-5.0,4.43,-1.55,2.5,21,2024-10-19,EMP00041,Draft
LDGP1I736DDX,EMP00008,CL-PLAN-03,Casual Leave,2023-Q3,23.16,3.65,8.41,-1.18,17.22,18,2024-02-06,EMP00022,Final
LDGZR9KKEL1L,EMP00714,AL-PLAN-01,Annual Leave,2025-Q1,7.48,3.47,10.3,-1.25,-0.6,18,2023-08-07,EMP00020,Revised
LDG7A380RMPH,EMP00404,UL-PLAN-07,Unpaid Leave,2023-Q3,3.85,4.61,8.32,2.07,2.21,20,2025-04-18,EMP00014,Final
LDG0UDJFEPZI,EMP00422,SL-PLAN-02,Sick Leave,2025-Q1,0.16,7.52,6.57,-0.41,0.7,15,2023-06-09,EMP00007,Final
LDGJVU8VOTVZ,EMP00079,UL-PLAN-07,Unpaid Leave,2023-Q1,19.15,8.2,11.14,0.5,16.71,20,2025-04-02,EMP00026,Final
LDGY91FAIZG6,EMP00366,ML-PLAN-04,Maternity Leave,2024-Q3,1.17,7.72,4.65,1.63,-6.87,18,2025-06-26,EMP00006,Final
LDG2ER17ERJP,EMP00524,UL-PLAN-07,Unpaid Leave,2023-Q4,4.6,7.23,0.31,1.79,13.31,21,2023-02-17,EMP00046,Final
LDG7FUY7VWUB,,AL-PLAN-01,Annual Leave,2024-Q1,16.41,7.83,3.59,-1.08,19.57,21,2023-06-15,EMP00050,Final
LDGQ2DI7TFZQ,EMP00133,BL-PLAN-08,Bereavement Leave,2023-Q1,16.62,7.84,8.91,2.11,17.66,20,2024-05-06,EMP00040,Draft
LDGV0M6ZV6CP,EMP00581,SL-PLAN-02,Sick Leave,2023-Q3,5.23,8.27,1.36,0.44,12.58,15,2023-03-17,EMP00014,Final
LDGUHK0N3B1X,EMP00528,SL-PLAN-02,Sick Leave,2024-Q4,5.53,7.29,8.3,0.5,5.02,18,2024-05-07,EMP00002,Final
LDGBX0TTNOE7,EMP00581,BL-PLAN-08,Bereavement Leave,2023-Q1,14.25,2.05,36.3,1.93,35.0,15,2023-08-16,EMP00042,Final
LDG9P9LJQIOV,EMP00582,AL-PLAN-01,Annual Leave,2025-Q1,22.57,1.43,20.31,-1.75,1.94,25,2025-06-02,EMP00034,Final
LDGBV3RH3Z2R,EMP00558,CO-PLAN-06,Compensatory Off,2023-Q1,2.6,9.46,3.15,-1.22,7.69,20,2025-03-28,EMP00043,Draft
LDG3CNTNIDDY,EMP00741,ML-PLAN-04,Maternity Leave,2023-Q3,6.23,7.38,7.59,-1.05,-5.97,30,2024-12-30,EMP00021,Final
LDG8UX8PI8R5,EMP00628,AL-PLAN-01,Annual Leave,2025-Q1,22.18,1.29,2.3,2.06,23.23,20,2023-02-28,EMP00003,Final
LDGZ1EC814WN,EMP00700,BL-PLAN-08,Bereavement Leave,INVALID-PERIOD,22.97,-5.0,27.89,-0.63,3.01,25,2023-06-02,EMP00045,Final
LDGCSWUZFEWU,EMP00768,AL-PLAN-01,Annual Leave,2023-Q3,20.42,4.4,12.6,0.09,12.31,15,2023-01-30,EMP00019,Draft
LDGKME0LW368,EMP00060,AL-PLAN-01,Annual Leave,2025-Q1,10.58,6.06,11.66,1.28,6.26,21,2024-03-23,EMP00024,Draft
LDGBCHN2SFGT,EMP00677,SL-PLAN-02,Sick Leave,2023-Q1,13.02,3.9,14.63,2.78,5.07,15,2023-05-05,EMP00007,Final
LDGJ9BRS4B0U,,SL-PLAN-02,Sick Leave,2024-Q4,20.65,2.84,4.26,0.54,19.77,18,2023-03-20,EMP00023,Final
LDGOP0VZBZFO,EMP00406,UL-PLAN-07,Unpaid Leave,2023-Q4,9.75,2.96,0.36,-0.54,11.81,30,2025-03-18,EMP00026,Revised
LDGV14B6KO5Y,EMP00735,CL-PLAN-03,Casual Leave,2024-Q4,18.64,0.84,8.83,-0.61,10.04,20,2023-05-19,EMP00041,Final
LDGZC8N40VES,EMP00115,BL-PLAN-08,Bereavement Leave,2023-Q4,6.57,6.01,3.44,1.33,-11.47,25,2024-08-29,EMP00048,Final
LDGOOEBD4NAZ,EMP00158,BL-PLAN-08,Bereavement Leave,2024-Q4,18.71,6.37,3.3,-2.99,18.79,20,2024-07-17,EMP00034,Final
LDG7QDLBZ299,EMP00156,CO-PLAN-06,Compensatory Off,2023-Q4,7.34,9.64,14.08,-1.91,0.99,21,2025-03-08,EMP00033,Draft
LDGO4OYU624U,EMP00579,CL-PLAN-03,Casual Leave,2025-Q1,18.31,5.25,23.1,1.34,1.8,18,2024-03-30,EMP00023,Draft
LDGMT2IAJBD1,EMP00523,CO-PLAN-06,Compensatory Off,2024-Q2,16.29,2.6,14.49,1.24,5.64,25,2024-03-08,EMP00011,Revised
LDGCZZ03GDVW,EMP00143,BL-PLAN-08,Bereavement Leave,2024-Q1,24.57,8.92,19.96,1.7,15.23,20,2025-03-11,EMP00032,Final
LDG8RN42TWYL,EMP00199,PL-PLAN-05,Paternity Leave,2024-Q1,9.02,9.55,16.11,-1.98,0.48,21,2023-04-13,EMP00006,Final
LDGRYX17NQ4H,EMP00269,PL-PLAN-05,Paternity Leave,2023-Q4,22.79,8.63,14.33,-0.57,16.52,20,2024-03-05,EMP00040,Draft
LDGDJFQGEUGB,EMP00274,ML-PLAN-04,Maternity Leave,2024-Q2,17.03,0.55,5.97,1.39,13.0,15,2023-02-11,EMP00037,Final
LDG0MT33UB7L,EMP00205,UL-PLAN-07,Unpaid Leave,2023-Q2,3.55,8.26,8.33,0.0,49.0,21,2025-06-28,EMP00028,Draft
LDGLBA90QW49,,ML-PLAN-04,Maternity Leave,2023-Q4,15.79,-5.0,10.05,0.51,11.34,25,2023-11-28,EMP00028,Draft
LDGTVTD5K9MD,EMP00732,CL-PLAN-03,Casual Leave,2024-Q4,20.09,4.91,8.69,2.37,18.68,21,2024-12-25,EMP00025,Revised
LDG8GJPJU9RZ,EMP00175,AL-PLAN-01,Annual Leave,2024-Q3,15.27,8.41,23.43,0.27,0.52,15,2025-02-01,EMP00032,Revised
LDGPXHL60SMI,EMP00417,SL-PLAN-02,Sick Leave,2024-Q2,24.29,2.46,21.65,-0.01,5.09,25,2024-06-28,EMP00018,Final
LDGY8Q7H1RYJ,EMP00478,BL-PLAN-08,Bereavement Leave,2024-Q3,18.43,6.7,21.04,2.98,7.07,21,2023-11-20,EMP00017,Draft
LDGTC2BS39YG,EMP00448,BL-PLAN-08,Bereavement Leave,2024-Q3,1.09,5.16,1.95,-2.13,2.17,20,2025-05-06,EMP00049,Final
LDGI9JVH9ETM,EMP00725,AL-PLAN-01,Annual Leave,2024-Q3,10.69,2.96,4.25,0.19,9.59,30,2024-04-29,EMP00047,Final
LDG1DRTX50LF,EMP00264,UL-PLAN-07,Unpaid Leave,2024-Q2,6.08,3.19,1.83,1.48,8.92,25,2023-11-26,EMP00030,Final
LDGRICXYO7RI,EMP00317,CL-PLAN-03,Casual Leave,INVALID-PERIOD,,3.34,35.44,0.25,-9.11,21,2024-08-08,EMP00039,Draft
LDGDS59LZDBR,EMP00044,AL-PLAN-01,Annual Leave,2023-Q4,21.89,1.61,0.12,0.9,24.28,30,2023-08-01,EMP00015,Final
LDG87SATDEQD,EMP00742,PL-PLAN-05,Paternity Leave,2024-Q4,6.97,7.26,13.82,-1.23,-0.82,25,2023-11-25,EMP00040,Final
LDGD9ZEIL66S,EMP00734,CO-PLAN-06,Compensatory Off,2023-Q3,1.21,4.86,2.32,2.66,6.41,20,2024-06-20,EMP00047,Final
LDGJ9S666WV0,EMP00679,SL-PLAN-02,Sick Leave,2023-Q2,0.71,4.92,0.37,1.45,6.71,30,2023-11-26,EMP00004,Final
LDGZ94WC8LFG,,BL-PLAN-08,Bereavement Leave,2025-Q1,7.9,8.08,14.06,2.01,3.93,30,2025-05-31,EMP00017,Draft
LDGFA0AK05KB,EMP00371,CO-PLAN-06,Compensatory Off,2024-Q2,12.9,9.58,6.51,-0.79,15.18,21,2023-04-30,EMP00041,Revised
LDG7LHR7U3IP,EMP00369,UL-PLAN-07,Unpaid Leave,2024-Q2,10.99,2.68,11.55,0.28,2.4,15,2024-12-21,EMP00018,Revised
LDGZA4BRPCXJ,EMP00159,CL-PLAN-03,Casual Leave,2024-Q1,5.51,0.94,2.39,-0.72,3.34,20,2024-08-20,EMP00009,Final
LDG95N58T88S,EMP00040,BL-PLAN-08,Bereavement Leave,2024-Q1,21.25,-5.0,21.51,-0.29,-7.93,18,2024-07-08,EMP00006,Final
LDGDF5O9R653,EMP00589,BL-PLAN-08,Bereavement Leave,2023-Q1,11.99,7.04,3.93,1.54,16.64,15,2023-12-09,EMP00048,Final
LDGH17IBUAPN,EMP00285,SL-PLAN-02,Sick Leave,2024-Q4,3.5,1.61,4.01,2.04,3.14,15,2023-07-05,EMP00005,Final
LDGKQEJVZC19,EMP00702,CO-PLAN-06,Compensatory Off,2025-Q1,2.85,0.54,3.09,2.64,39.0,25,2023-06-05,EMP00011,Revised
LDG99K9SIFBV,EMP00472,CL-PLAN-03,Casual Leave,2023-Q4,21.41,3.28,0.61,1.49,25.57,15,2025-01-19,EMP00025,Final
LDG3N91BZESM,EMP00604,ML-PLAN-04,Maternity Leave,2023-Q4,10.11,0.55,9.46,0.56,1.76,30,2025-06-21,EMP00030,Draft
LDGCZT3AEPRF,EMP00649,CO-PLAN-06,Compensatory Off,2023-Q2,24.06,3.03,11.45,-0.63,15.01,25,2024-02-03,EMP00003,Final
LDGJO4CF5R61,EMP00765,SL-PLAN-02,Sick Leave,2023-Q4,20.89,8.59,7.5,2.37,24.35,25,2024-03-28,EMP00033,Draft
LDGQ1VWGV70Q,EMP00253,UL-PLAN-07,Unpaid Leave,2023-Q2,8.96,7.15,8.01,-0.06,8.04,18,2024-12-15,EMP00048,Draft
LDGSTFKDAR6L,,SL-PLAN-02,Sick Leave,2025-Q1,13.46,4.25,3.02,-0.28,-15.41,18,2023-04-09,EMP00050,Final
LDGOU6WKF6O7,EMP00167,UL-PLAN-07,Unpaid Leave,2025-Q1,11.99,8.87,2.36,-2.47,16.03,20,2023-08-27,EMP00008,Draft
LDG2YCCVRNE5,EMP00277,CO-PLAN-06,Compensatory Off,2023-Q3,9.75,6.05,4.72,-1.61,9.47,21,2025-03-18,EMP00008,Final
LDGKJV88ID30,EMP00300,CO-PLAN-06,Compensatory Off,2023-Q4,21.27,8.52,19.89,-0.78,9.12,15,2025-06-03,EMP00014,Revised
LDGTVO1AK8DK,EMP00181,ML-PLAN-04,Maternity Leave,2024-Q3,4.09,3.82,1.19,0.29,7.01,21,2025-03-03,EMP00015,Final
LDGDT7QWRKMM,EMP00186,AL-PLAN-01,Annual Leave,2024-Q4,13.93,7.12,20.72,1.05,1.38,15,2024-01-11,EMP00023,Final
LDG2FJ1EAY6C,EMP00075,UL-PLAN-07,Unpaid Leave,2025-Q1,20.82,3.61,15.86,-1.75,6.82,20,2024-05-29,EMP00010,Final
LDGMJDOD9USH,EMP00094,CO-PLAN-06,Compensatory Off,INVALID-PERIOD,13.01,0.77,7.45,2.81,9.14,15,2023-07-29,EMP00045,Final
LDGMSHV3ZSSV,EMP00063,UL-PLAN-07,Unpaid Leave,2023-Q4,14.45,-5.0,17.08,2.59,5.12,18,2023-01-30,EMP00004,Final
LDGHRE18FUS8,EMP00051,CL-PLAN-03,Casual Leave,2024-Q2,5.0,5.76,5.19,-1.35,-5.22,18,2025-02-08,EMP00019,Final
LDGXNJ7JV9JC,EMP00679,UL-PLAN-07,Unpaid Leave,2024-Q2,5.6,5.46,6.87,-0.81,3.38,18,2024-12-27,EMP00004,Final
LDGYCUMKLMKD,EMP00737,AL-PLAN-01,Annual Leave,2025-Q1,21.1,4.91,11.79,-1.93,12.29,30,2024-02-03,EMP00038,Draft
LDGMJ13QHB7T,EMP00606,SL-PLAN-02,Sick Leave,2023-Q1,17.44,9.58,47.02,-2.71,19.32,20,2023-04-24,EMP00011,Final
LDGXOTTC9W6H,,PL-PLAN-05,Paternity Leave,2024-Q2,12.14,9.07,7.48,0.24,13.97,30,2023-08-12,EMP00045,Draft
LDG9J046TKF0,EMP00109,CL-PLAN-03,Casual Leave,2024-Q4,8.94,2.26,0.54,-2.06,8.6,25,2023-01-23,EMP00013,Revised
LDGCX5UNDTMC,EMP00321,SL-PLAN-02,Sick Leave,2023-Q4,7.77,2.02,1.17,1.76,37.0,18,2025-01-02,EMP00008,Final
LDG169645ZMV,EMP00540,AL-PLAN-01,Annual Leave,2024-Q1,24.31,2.1,12.04,2.57,16.94,30,2024-05-31,EMP00042,Revised
LDGR9164QI0X,EMP00478,ML-PLAN-04,Maternity Leave,2023-Q3,15.36,4.2,16.09,0.75,4.22,25,2023-10-05,EMP00010,Draft
LDGAV1ESFBYH,EMP00176,ML-PLAN-04,Maternity Leave,2024-Q2,13.71,7.34,16.55,2.71,-8.21,20,2023-04-14,EMP00043,Final
LDGPDFN9ED93,EMP00108,SL-PLAN-02,Sick Leave,2023-Q3,0.74,1.51,2.18,1.66,1.73,20,2023-05-31,EMP00040,Final
LDGH8140PA5S,EMP00668,SL-PLAN-02,Sick Leave,2024-Q4,16.41,5.11,18.23,2.78,6.07,25,2023-12-20,EMP00010,Final
LDG0VLJZ1AA3,EMP00521,UL-PLAN-07,Unpaid Leave,2023-Q4,15.57,3.35,9.83,0.39,9.48,25,2023-08-26,EMP00003,Final
LDGBSH1L5ZOY,EMP00235,PL-PLAN-05,Paternity Leave,2024-Q4,6.65,0.0,0.53,-0.18,5.94,30,2024-06-12,EMP00035,Revised
LDGZNKLCMLXG,EMP00375,UL-PLAN-07,Unpaid Leave,2023-Q4,20.77,8.43,26.4,-2.7,0.1,15,2023-05-21,EMP00014,Draft
LDGHQC45XEO0,EMP00675,BL-PLAN-08,Bereavement Leave,2023-Q2,18.34,2.56,8.2,-1.69,11.01,25,2025-02-14,EMP00017,Final
LDGLQXK0LE2K,EMP00117,UL-PLAN-07,Unpaid Leave,2023-Q3,2.1,-5.0,1.84,1.46,10.25,20,2025-06-26,EMP00044,Draft
LDGKILMY61FS,,AL-PLAN-01,Annual Leave,2023-Q2,14.49,0.3,2.97,-2.52,9.3,15,2024-07-30,EMP00037,Revised
LDGN3F707V4P,EMP00450,CO-PLAN-06,Compensatory Off,2023-Q4,,0.15,5.76,0.89,-7.59,30,2025-04-15,EMP00003,Draft
LDG1VLIPPK2C,EMP00056,CL-PLAN-03,Casual Leave,2023-Q2,11.44,8.21,10.08,0.61,10.18,15,2025-01-02,EMP00048,Draft
LDGHU8433ZWO,EMP00268,BL-PLAN-08,Bereavement Leave,2023-Q4,15.9,2.85,2.94,0.36,16.17,18,2023-08-18,EMP00041,Revised
LDGCMZ21IYI9,EMP00067,PL-PLAN-05,Paternity Leave,2023-Q4,4.51,9.65,2.11,2.95,15.0,20,2025-03-22,EMP00005,Final
LDGF8QZLSQU4,EMP00265,ML-PLAN-04,Maternity Leave,2023-Q2,7.14,1.24,0.4,1.13,9.11,30,2024-08-17,EMP00033,Final
LDGOGV9AO3CQ,EMP00373,BL-PLAN-08,Bereavement Leave,INVALID-PERIOD,18.78,5.6,9.41,-1.92,13.05,20,2025-05-02,EMP00034,Revised
LDGOWHRD10YK,EMP00259,AL-PLAN-01,Annual Leave,2023-Q3,9.22,3.91,11.27,-2.53,-0.67,25,2023-05-21,EMP00047,Revised
LDG8GNF6ALH7,EMP00441,CL-PLAN-03,Casual Leave,2023-Q2,24.12,0.61,1.78,0.25,23.2,20,2023-06-17,EMP00046,Final
LDGOK6566ISF,EMP00265,ML-PLAN-04,Maternity Leave,2024-Q3,14.12,9.88,3.54,-2.59,17.87,25,2024-09-30,EMP00019,Final
LDGWFV717LV1,EMP00567,SL-PLAN-02,Sick Leave,2023-Q3,13.95,4.27,3.07,-2.63,35.0,18,2024-07-21,EMP00013,Revised
