enrollment_id,employee_id,plan_id,plan_name,plan_code,plan_category,accrual_frequency,effective_start,effective_end,enrolled_by,enrollment_date,enrollment_status,annual_entitlement,carryover_allowed,max_carryover_days
ENRAE96SNRP,EMP00381,PLN1102,Casual Leave,CL-PLAN-03,Unpaid,Monthly,2021-08-13,2024-08-12,EMP00023,2021-08-13,Active,18,No,0.0
ENRBHGT4SEJ,EMP00382,PLN3651,Sick Leave,SL-PLAN-02,Unpaid,Annual,2022-02-15,2023-02-15,EMP00002,2022-02-15,Terminated,21,Yes,0.0
ENRMLDV0W3R,EMP00382,PLN7752,Bereavement Leave,BL-PLAN-08,Unpaid,Monthly,2021-03-07,2023-03-07,EMP00006,2021-03-07,Active,12,Yes,0.0
ENRGHBKJ0AA,EMP00382,PLN4354,Maternity Leave,ML-PLAN-04,Statutory,One-Time,2023-10-15,2025-10-14,EMP00013,2023-10-15,Terminated,30,Yes,0.0
ENRXFIIE2CR,EMP00383,PLN5191,Maternity Leave,ML-PLAN-04,Paid,Per-Incident,2023-12-12,2024-12-11,EMP00001,2023-12-12,Active,25,No,10.0
ENR5IMUCPPF,EMP00383,PLN5172,Sick Leave,SL-PLAN-02,Unpaid,Monthly,2020-05-06,2023-05-06,EMP00049,2020-05-06,Pending,21,Yes,10.0
ENRGRZKEXOG,EMP00384,PLN9409,Maternity Leave,ML-PLAN-04,Statutory,Monthly,2020-12-08,2022-12-08,EMP00021,2020-12-08,Terminated,10,Yes,10.0
ENRLF787AD0,EMP00384,PLN1795,Casual Leave,CL-PLAN-03,Unpaid,Per-Incident,2020-11-12,2021-11-12,EMP00031,2020-11-12,Active,15,Yes,
ENRVMJ7H2VJ,EMP00384,PLN4364,Compensatory Off,CO-PLAN-06,Paid,Per-Incident,2023-03-26,2024-03-25,EMP00037,2023-03-26,Inactive,18,Yes,5.0
ENRB604FOLP,EMP00385,,Sick Leave,SL-PLAN-02,Paid,One-Time,NOT-A-DATE,2025-08-30,EMP00014,2023-08-31,Terminated,15,Yes,0.0
ENR0WHWU5U5,EMP00385,,Annual Leave,AL-PLAN-01,Unpaid,One-Time,NOT-A-DATE,2023-11-16,EMP00002,2021-11-16,Active,10,Yes,
ENRX4ZD6DOX,EMP00385,,Bereavement Leave,BL-PLAN-08,Statutory,One-Time,NOT-A-DATE,2021-01-14,EMP00029,2020-01-15,Terminated,20,No,10.0
ENRGJ22ILQJ,EMP00385,,Maternity Leave,ML-PLAN-04,Statutory,Per-Incident,NOT-A-DATE,2023-12-20,EMP00016,2021-12-20,Terminated,20,Yes,0.0
ENRHJCM7T7J,,PLN6453,Bereavement Leave,BL-PLAN-08,Paid,Per-Incident,2021-05-14,2022-05-14,EMP00012,2021-05-14,Pending,20,Yes,
ENR3Y6XWFGG,,PLN4208,Compensatory Off,CO-PLAN-06,Unpaid,Annual,2021-04-25,2022-04-25,EMP00040,2021-04-25,Active,12,Yes,
ENR4LQM7KSO,,PLN3905,Unpaid Leave,UL-PLAN-07,Unpaid,Per-Incident,2021-04-04,2023-04-04,EMP00025,2021-04-04,Terminated,21,No,0.0
ENRANUEJW2R,,PLN9749,Maternity Leave,ML-PLAN-04,Statutory,Annual,2022-03-03,2025-03-02,EMP00003,2022-03-03,Pending,15,Yes,10.0
ENRXJY6VCNY,EMP00387,PLN5671,Bereavement Leave,BL-PLAN-08,Statutory,Annual,2023-07-22,2025-07-21,EMP00036,2023-07-22,Pending,15,No,0.0
ENRYM3QBV1M,EMP00387,PLN3131,Compensatory Off,CO-PLAN-06,Paid,Annual,2023-02-08,2025-02-07,EMP00021,2023-02-08,Active,20,No,0.0
ENR3FFU97JU,EMP00387,PLN6031,Casual Leave,CL-PLAN-03,Unpaid,One-Time,2022-08-03,2023-08-03,EMP00015,2022-08-03,Pending,12,Yes,5.0
ENRWGLOBKHC,EMP00387,PLN7139,Annual Leave,AL-PLAN-01,Statutory,Annual,2020-09-07,2023-09-07,EMP00005,2020-09-07,Pending,12,Yes,10.0
ENRTM3ZB59T,EMP00388,PLN7799,Paternity Leave,PL-PLAN-05,Statutory,One-Time,2022-09-11,2025-09-10,EMP00028,2022-09-11,Active,12,Yes,5.0
ENRBKCDCDLJ,EMP00388,PLN3640,Sick Leave,SL-PLAN-02,Unpaid,One-Time,2020-10-18,2021-10-18,EMP00045,2020-10-18,Inactive,15,No,5.0
ENR9EABBRKY,EMP00388,PLN1872,Bereavement Leave,BL-PLAN-08,Statutory,One-Time,2023-03-29,2024-03-28,EMP00009,2023-03-29,Pending,20,Yes,10.0
ENRB6CQYZE6,EMP00388,PLN4630,Compensatory Off,CO-PLAN-06,Paid,Monthly,2023-12-21,2026-12-20,EMP00047,2023-12-21,Terminated,10,Yes,10.0
ENR4D1YMK4J,EMP00389,PLN1466,Compensatory Off,CO-PLAN-06,Statutory,One-Time,2022-02-08,2024-02-08,EMP00008,2022-02-08,Inactive,15,Yes,
ENRDRVZ5ZJI,EMP00389,PLN5826,Annual Leave,AL-PLAN-01,Statutory,Per-Incident,2023-08-08,2026-08-07,EMP00003,2023-08-08,Inactive,25,Yes,15.0
ENRO1I4QLN1,EMP00389,PLN1145,Sick Leave,SL-PLAN-02,Statutory,Annual,2020-03-25,2022-03-25,EMP00002,2020-03-25,Terminated,12,Yes,15.0
ENRUY7C5IFI,EMP00389,PLN4301,Bereavement Leave,BL-PLAN-08,Unpaid,Monthly,2020-12-07,2021-12-07,EMP00037,2020-12-07,Inactive,25,Yes,10.0
ENRGK2SEBH2,EMP00390,PLN8263,Paternity Leave,PL-PLAN-05,Statutory,Per-Incident,2022-12-28,2023-12-28,EMP00033,2022-12-28,Pending,21,Yes,10.0
ENR3PW8RN0S,EMP00390,PLN8192,Maternity Leave,ML-PLAN-04,Unpaid,Annual,2020-06-20,2021-06-20,EMP00037,2020-06-20,Inactive,18,Yes,10.0
ENRA8MBWZTA,EMP00390,PLN5574,Unpaid Leave,UL-PLAN-07,Statutory,Monthly,2020-03-04,2021-03-04,EMP00024,2020-03-04,Active,20,Yes,10.0
ENR0AYEPXED,EMP00391,PLN8157,Paternity Leave,PL-PLAN-05,Unpaid,Annual,2020-10-01,2023-10-01,EMP00013,2020-10-01,Inactive,-5,Yes,
ENR5PTRTRLV,EMP00391,PLN9990,Casual Leave,CL-PLAN-03,Paid,One-Time,2023-05-04,2026-05-03,EMP00017,2023-05-04,Pending,-5,No,0.0
ENRSM5H5Z7M,EMP00391,PLN1644,Bereavement Leave,BL-PLAN-08,Paid,One-Time,2022-04-18,2024-04-17,EMP00028,2022-04-18,Inactive,-5,Yes,15.0
ENR0M0A5EKZ,EMP00392,PLN3378,Paternity Leave,PL-PLAN-05,Statutory,One-Time,2023-03-04,2025-03-03,EMP00037,2023-03-04,Terminated,20,Yes,0.0
ENRQXV0KH3P,EMP00392,PLN8239,Sick Leave,SL-PLAN-02,Unpaid,Annual,2022-12-28,2024-12-27,EMP00040,2022-12-28,Terminated,21,Yes,15.0
ENRYET1379J,EMP00392,PLN7883,Casual Leave,CL-PLAN-03,Statutory,Annual,2020-11-13,2023-11-13,EMP00043,2020-11-13,Pending,20,Yes,10.0
ENRSJTQV0BO,EMP00392,PLN7162,Maternity Leave,ML-PLAN-04,Statutory,Per-Incident,2023-02-04,2025-02-03,EMP00012,2023-02-04,Active,21,Yes,15.0
ENRVGAOSQ8Z,EMP00393,,Bereavement Leave,BL-PLAN-08,Paid,One-Time,2023-04-24,2024-04-23,EMP00039,2023-04-24,Active,21,Yes,0.0
ENR18V8D208,EMP00393,,Maternity Leave,ML-PLAN-04,Paid,Monthly,2023-01-13,2024-01-13,EMP00040,2023-01-13,Pending,20,Yes,0.0
ENR6NRYTHZC,EMP00393,,Unpaid Leave,UL-PLAN-07,Statutory,One-Time,2021-06-19,2023-06-19,EMP00009,2021-06-19,Pending,30,No,5.0
ENR29N69NV9,EMP00393,,Sick Leave,SL-PLAN-02,Unpaid,Monthly,2023-08-06,2025-08-05,EMP00029,2023-08-06,Inactive,30,Yes,5.0
ENRWILXBWPJ,EMP00394,PLN7623,Unpaid Leave,UL-PLAN-07,Statutory,Monthly,2023-01-24,2024-01-24,EMP00013,2023-01-24,Terminated,20,Yes,
ENRG6YLFWD3,EMP00394,PLN5911,Sick Leave,SL-PLAN-02,Paid,Per-Incident,2021-07-31,2023-07-31,EMP00026,2021-07-31,Pending,10,Yes,15.0
ENR9MHVZ2F1,EMP00394,PLN5405,Bereavement Leave,BL-PLAN-08,Unpaid,Monthly,2021-05-10,2024-05-09,EMP00003,2021-05-10,Pending,18,Yes,10.0
ENRTPO2D0BP,EMP00395,PLN7352,Casual Leave,CL-PLAN-03,Unpaid,Per-Incident,2022-07-01,2024-06-30,EMP00044,2022-07-01,Active,30,No,5.0
ENRJ6IVPUKP,EMP00395,PLN7217,Sick Leave,SL-PLAN-02,Paid,Annual,2020-10-11,2021-10-11,EMP00027,2020-10-11,Terminated,21,Yes,10.0
ENR9GFE4U3T,EMP00395,PLN3394,Compensatory Off,CO-PLAN-06,Unpaid,Annual,2020-09-24,2021-09-24,EMP00002,2020-09-24,Terminated,12,Yes,10.0
ENRQMET5KEF,EMP00396,PLN1413,Annual Leave,AL-PLAN-01,Paid,One-Time,2022-06-22,2023-06-22,EMP00006,2022-06-22,Terminated,15,Yes,10.0
ENRE2BL0LCL,EMP00396,PLN1802,Maternity Leave,ML-PLAN-04,Statutory,One-Time,2023-05-05,2024-05-04,EMP00040,2023-05-05,Pending,15,No,0.0
ENRS4M5G1OB,EMP00396,PLN3122,Compensatory Off,CO-PLAN-06,Statutory,Monthly,2022-01-05,2024-01-05,EMP00021,2022-01-05,Inactive,30,Yes,10.0
ENR284P3QNA,EMP00396,PLN7506,Unpaid Leave,UL-PLAN-07,Statutory,Per-Incident,2022-01-06,2023-01-06,EMP00016,2022-01-06,Inactive,15,Yes,10.0
ENREV9JOXU9,EMP00397,PLN5268,Unpaid Leave,INVALID_PLAN_XXX,Paid,Monthly,NOT-A-DATE,2021-09-13,EMP00047,2021-10-13,Active,18,Yes,15.0
ENRRP5731QI,EMP00397,PLN1116,Compensatory Off,INVALID_PLAN_XXX,Statutory,Annual,NOT-A-DATE,2020-12-30,EMP00028,2021-01-29,Active,18,Yes,10.0
ENR79DN2CQ2,EMP00397,PLN7523,Maternity Leave,INVALID_PLAN_XXX,Paid,Monthly,NOT-A-DATE,2023-10-31,EMP00009,2023-11-30,Pending,12,Yes,0.0
ENRPHGJS7H3,EMP00397,PLN4988,Paternity Leave,INVALID_PLAN_XXX,Unpaid,Per-Incident,NOT-A-DATE,2023-08-25,EMP00035,2023-09-24,Pending,15,Yes,5.0
ENR883X3OTS,EMP00398,PLN8423,Maternity Leave,ML-PLAN-04,Paid,Per-Incident,2022-04-02,2025-04-01,EMP00031,2022-04-02,Pending,21,No,5.0
ENR5LLREWSM,EMP00398,PLN3145,Annual Leave,AL-PLAN-01,Unpaid,Per-Incident,2023-07-27,2026-07-26,EMP00015,2023-07-27,Pending,18,Yes,0.0
ENRYJWV3UKC,EMP00398,PLN8636,Unpaid Leave,UL-PLAN-07,Paid,Monthly,2021-09-20,2022-09-20,EMP00044,2021-09-20,Terminated,12,Yes,5.0
ENR1BSBSXFC,EMP00399,PLN4868,Casual Leave,CL-PLAN-03,Unpaid,One-Time,2022-07-24,2025-07-23,EMP00023,2022-07-24,Terminated,21,Yes,5.0
ENROJ1C8P6M,EMP00399,PLN5226,Unpaid Leave,UL-PLAN-07,Statutory,Monthly,2021-08-14,2022-08-14,EMP00034,2021-08-14,Pending,21,Yes,5.0
ENRF10U68BG,EMP00400,PLN1669,Compensatory Off,CO-PLAN-06,Statutory,One-Time,2023-02-19,2026-02-18,EMP00010,2023-02-19,Terminated,20,No,0.0
ENRNYDDYQUB,EMP00400,PLN5170,Annual Leave,AL-PLAN-01,Statutory,Annual,2020-11-14,2021-11-14,EMP00006,2020-11-14,Inactive,12,Yes,
ENR320W8XAG,EMP00401,,Paternity Leave,PL-PLAN-05,Unpaid,Monthly,2020-10-10,2023-10-10,EMP00010,2035-01-01,Inactive,20,Yes,15.0
ENR7KGZM75E,EMP00401,,Casual Leave,CL-PLAN-03,Statutory,Per-Incident,2021-05-15,2023-05-15,EMP00009,2035-01-01,Inactive,15,Yes,5.0
ENRNRR7P1RP,EMP00401,,Compensatory Off,CO-PLAN-06,Paid,Monthly,2022-12-22,2024-12-21,EMP00035,2035-01-01,Pending,10,Yes,15.0
ENRM1XD78DH,EMP00402,PLN9983,Sick Leave,SL-PLAN-02,Paid,Per-Incident,2021-07-23,2023-07-23,EMP00018,2021-07-23,Pending,30,Yes,15.0
ENRKFI5T9LA,EMP00402,PLN7472,Bereavement Leave,BL-PLAN-08,Unpaid,One-Time,2021-12-12,2024-12-11,EMP00011,2021-12-12,Active,20,Yes,0.0
ENRQXSQRVE8,EMP00402,PLN6878,Annual Leave,AL-PLAN-01,Statutory,Per-Incident,2022-11-01,2025-10-31,EMP00030,2022-11-01,Inactive,30,Yes,10.0
ENRB6L8KY0E,EMP00402,PLN5798,Maternity Leave,ML-PLAN-04,Statutory,Per-Incident,2021-10-24,2022-10-24,EMP00029,2021-10-24,Active,15,Yes,5.0
ENRP1UG3AVZ,EMP00403,PLN4734,Maternity Leave,ML-PLAN-04,Unpaid,One-Time,2020-08-25,2021-08-25,EMP00040,2020-08-25,Terminated,10,Yes,15.0
ENRLS2PINC1,EMP00403,PLN6896,Compensatory Off,CO-PLAN-06,Paid,Per-Incident,2023-06-10,2025-06-09,EMP00017,2023-06-10,Active,18,Yes,10.0
ENRYW4I36G5,EMP00403,PLN5259,Annual Leave,AL-PLAN-01,Paid,One-Time,2020-08-07,2022-08-07,EMP00050,2020-08-07,Inactive,21,Yes,5.0
ENR43WBBYAR,EMP00403,PLN1903,Paternity Leave,PL-PLAN-05,Statutory,Annual,2022-06-10,2024-06-09,EMP00023,2022-06-10,Terminated,15,No,5.0
ENRE8YSD62R,EMP00404,PLN2683,Casual Leave,CL-PLAN-03,Paid,Per-Incident,2021-07-01,2022-07-01,EMP00034,2021-07-01,Pending,21,Yes,10.0
ENRGU7HL103,EMP00404,PLN3961,Sick Leave,SL-PLAN-02,Paid,Per-Incident,2020-02-09,2023-02-08,EMP00045,2020-02-09,Active,10,Yes,
ENRIQV8QF6C,EMP00404,PLN8827,Maternity Leave,ML-PLAN-04,Unpaid,Per-Incident,2022-12-05,2023-12-05,EMP00025,2022-12-05,Inactive,25,No,10.0
ENRL48KGYB5,EMP00405,PLN3626,Paternity Leave,PL-PLAN-05,Unpaid,Per-Incident,2023-11-05,2026-11-04,EMP00034,2023-11-05,Terminated,21,No,0.0
ENRM3OB7PIZ,EMP00405,PLN7126,Compensatory Off,CO-PLAN-06,Statutory,One-Time,2020-10-21,2022-10-21,EMP00007,2020-10-21,Inactive,20,Yes,10.0
ENRKKS4Q3OF,EMP00405,PLN9480,Casual Leave,CL-PLAN-03,Statutory,One-Time,2023-09-04,2026-09-03,EMP00020,2023-09-04,Inactive,15,Yes,15.0
ENRDQEDG0XB,EMP00406,PLN1087,Sick Leave,SL-PLAN-02,Statutory,Annual,2020-09-25,2021-09-25,EMP00025,2020-09-25,Active,12,Yes,5.0
ENRGF6TQMVM,EMP00406,PLN8050,Casual Leave,CL-PLAN-03,Statutory,Monthly,2021-04-30,2024-04-29,EMP00022,2021-04-30,Pending,15,Yes,
ENR0I75JP4X,EMP00406,PLN1306,Compensatory Off,CO-PLAN-06,Statutory,One-Time,2022-08-07,2023-08-07,EMP00039,2022-08-07,Pending,21,Yes,0.0
ENRAGJRKI04,EMP00407,PLN4383,Compensatory Off,CO-PLAN-06,Paid,One-Time,2021-09-27,2023-09-27,EMP00045,2021-09-27,Inactive,20,Yes,10.0
ENRE05TQ1VC,EMP00407,PLN2283,Maternity Leave,ML-PLAN-04,Unpaid,Per-Incident,2021-06-09,2023-06-09,EMP00050,2021-06-09,Pending,21,No,15.0
ENRB2I0WORJ,EMP00407,PLN4138,Paternity Leave,PL-PLAN-05,Statutory,Monthly,2020-11-15,2022-11-15,EMP00048,2020-11-15,Terminated,21,Yes,0.0
ENRS6QLFBHI,EMP00407,PLN6746,Unpaid Leave,UL-PLAN-07,Statutory,Annual,2021-04-10,2023-04-10,EMP00028,2021-04-10,Inactive,21,No,5.0
ENRMG473RB8,EMP00408,PLN4820,Sick Leave,SL-PLAN-02,Unpaid,Per-Incident,2020-05-08,2023-05-08,EMP00014,2020-05-08,Pending,30,Yes,15.0
ENR0I673ORP,EMP00408,PLN4521,Unpaid Leave,UL-PLAN-07,Unpaid,Per-Incident,2023-10-21,2024-10-20,EMP00024,2023-10-21,Pending,18,Yes,5.0
ENR58OWQR44,EMP00409,,Casual Leave,CL-PLAN-03,Statutory,Per-Incident,NOT-A-DATE,2024-05-08,EMP00026,2021-05-09,Pending,30,Yes,
ENRCIS367VH,EMP00409,,Maternity Leave,ML-PLAN-04,Statutory,Per-Incident,NOT-A-DATE,2022-08-18,EMP00048,2021-08-18,Active,10,Yes,
ENR9QR5S0N6,EMP00410,PLN6149,Casual Leave,CL-PLAN-03,Paid,Annual,2022-11-06,2024-11-05,EMP00031,2022-11-06,Active,21,Yes,15.0
ENRGQFVZKBG,EMP00410,PLN4033,Paternity Leave,PL-PLAN-05,Unpaid,Per-Incident,2021-09-28,2024-09-27,EMP00002,2021-09-28,Pending,25,Yes,5.0
ENRKI3T92H4,EMP00410,PLN7570,Annual Leave,AL-PLAN-01,Unpaid,Per-Incident,2021-03-08,2024-03-07,EMP00043,2021-03-08,Inactive,12,Yes,0.0
ENRTMG9H576,EMP00411,PLN7952,Compensatory Off,CO-PLAN-06,Unpaid,Per-Incident,2022-02-14,2023-02-14,EMP00005,2022-02-14,Terminated,20,Yes,0.0
ENRGI79VMD3,EMP00411,PLN3505,Paternity Leave,PL-PLAN-05,Unpaid,Per-Incident,2022-04-17,2023-04-17,EMP00003,2022-04-17,Pending,18,Yes,15.0
ENRX1T1H9UK,EMP00412,PLN6268,Paternity Leave,PL-PLAN-05,Statutory,Monthly,2023-08-22,2026-08-21,EMP00034,2023-08-22,Inactive,15,No,0.0
ENR44C2U0S5,EMP00412,PLN3191,Annual Leave,AL-PLAN-01,Paid,Monthly,2021-06-29,2023-06-29,EMP00017,2021-06-29,Pending,10,Yes,
ENRXXEGQOOO,EMP00413,PLN2970,Casual Leave,CL-PLAN-03,Unpaid,One-Time,2021-07-27,2024-07-26,EMP00008,2021-07-27,Inactive,30,Yes,5.0
ENRYPREOU1M,EMP00413,PLN1981,Paternity Leave,PL-PLAN-05,Paid,Monthly,2022-01-25,2025-01-24,EMP00028,2022-01-25,Terminated,20,Yes,5.0
ENR8QTDCPNY,EMP00414,PLN9745,Annual Leave,AL-PLAN-01,Unpaid,Per-Incident,2022-08-12,2025-08-11,EMP00007,2022-08-12,Terminated,15,Yes,0.0
ENRTECKX9WT,EMP00414,PLN5713,Sick Leave,SL-PLAN-02,Unpaid,One-Time,2022-05-02,2023-05-02,EMP00040,2022-05-02,Terminated,15,Yes,0.0
ENRQNN6E2UZ,EMP00414,PLN1970,Bereavement Leave,BL-PLAN-08,Unpaid,One-Time,2021-11-23,2024-11-22,EMP00041,2021-11-23,Inactive,25,Yes,0.0
ENRJXU6V4QF,EMP00414,PLN5601,Casual Leave,CL-PLAN-03,Unpaid,Annual,2021-04-02,2024-04-01,EMP00022,2021-04-02,Inactive,12,No,
ENR2LL1LFKZ,EMP00415,PLN1454,Annual Leave,AL-PLAN-01,Unpaid,Monthly,2020-11-05,2020-10-06,EMP00037,2020-11-05,Active,30,Yes,
ENR0RPZ42UZ,EMP00415,PLN8745,Paternity Leave,PL-PLAN-05,Unpaid,Per-Incident,2022-12-23,2022-11-23,EMP00038,2022-12-23,Active,10,No,5.0
ENR5CAE22B7,EMP00415,PLN9429,Compensatory Off,CO-PLAN-06,Statutory,Per-Incident,2023-06-20,2023-05-21,EMP00014,2023-06-20,Pending,21,Yes,
ENR8IGZIBS9,EMP00415,PLN6668,Maternity Leave,ML-PLAN-04,Paid,Per-Incident,2021-08-15,2021-07-16,EMP00006,2021-08-15,Terminated,25,No,
ENRZYR4RAZ4,EMP00416,PLN9834,Maternity Leave,ML-PLAN-04,Statutory,One-Time,2022-03-27,2025-03-26,EMP00002,2022-03-27,Inactive,20,Yes,
ENRVDW7LFIY,EMP00416,PLN4257,Bereavement Leave,BL-PLAN-08,Paid,Annual,2021-07-22,2022-07-22,EMP00001,2021-07-22,Pending,25,Yes,
ENRB2W2XVK4,EMP00417,,Annual Leave,AL-PLAN-01,Unpaid,One-Time,2020-10-05,2023-10-05,EMP00034,2020-10-05,Inactive,30,No,10.0
ENROCILGMQE,EMP00417,,Sick Leave,SL-PLAN-02,Paid,One-Time,2020-02-06,2023-02-05,EMP00031,2020-02-06,Active,15,Yes,0.0
ENRXX14HQ63,EMP00417,,Unpaid Leave,UL-PLAN-07,Paid,Annual,2020-10-22,2022-10-22,EMP00034,2020-10-22,Inactive,30,Yes,5.0
ENRCU66XNWO,EMP00417,,Maternity Leave,ML-PLAN-04,Statutory,Annual,2023-12-09,2024-12-08,EMP00013,2023-12-09,Terminated,12,Yes,0.0
ENRLAOZCMO0,EMP00418,PLN5659,Casual Leave,CL-PLAN-03,Unpaid,Annual,2021-10-12,2024-10-11,EMP00027,2021-10-12,Terminated,12,Yes,15.0
ENRKG6UNKWX,EMP00418,PLN4656,Unpaid Leave,UL-PLAN-07,Statutory,Annual,2022-05-09,2024-05-08,EMP00032,2022-05-09,Inactive,15,Yes,15.0
ENRA5Q8PYFC,EMP00418,PLN2646,Paternity Leave,PL-PLAN-05,Unpaid,Per-Incident,2020-04-28,2021-04-28,EMP00008,2020-04-28,Terminated,10,Yes,
ENRHTU7P9EC,EMP00418,PLN5629,Annual Leave,AL-PLAN-01,Paid,One-Time,2023-09-24,2025-09-23,EMP00018,2023-09-24,Active,15,Yes,
ENRHDP2O7HB,EMP00419,PLN8576,Maternity Leave,INVALID_PLAN_XXX,Paid,One-Time,2023-12-08,2024-12-07,EMP00011,2023-12-08,Pending,12,Yes,
ENRNZFUJKHD,EMP00419,PLN6427,Compensatory Off,INVALID_PLAN_XXX,Statutory,One-Time,2023-03-12,2024-03-11,EMP00013,2023-03-12,Terminated,30,No,0.0
ENRPIQ1ZNHN,EMP00419,PLN9031,Sick Leave,INVALID_PLAN_XXX,Statutory,Monthly,2021-07-06,2022-07-06,EMP00035,2021-07-06,Pending,25,Yes,10.0
ENRU95M67N9,EMP00420,PLN8841,Annual Leave,AL-PLAN-01,Paid,One-Time,2021-12-02,2023-12-02,EMP00047,2021-12-02,Pending,20,Yes,0.0
ENRK2732OBT,EMP00420,PLN9996,Compensatory Off,CO-PLAN-06,Statutory,Annual,2022-06-28,2025-06-27,EMP00028,2022-06-28,Pending,18,No,0.0
ENRFM4EPVVS,EMP00420,PLN2967,Sick Leave,SL-PLAN-02,Unpaid,One-Time,2020-02-28,2023-02-27,EMP00029,2020-02-28,Active,12,Yes,10.0
ENR4M8MGEY9,,PLN4119,Casual Leave,CL-PLAN-03,Paid,Per-Incident,NOT-A-DATE,2024-05-18,EMP00001,2022-05-19,Terminated,-5,No,15.0
ENRXQKTB023,,PLN4422,Annual Leave,AL-PLAN-01,Paid,One-Time,NOT-A-DATE,2021-01-13,EMP00005,2020-01-14,Inactive,-5,No,0.0
ENR6LVLMRTA,,PLN6911,Sick Leave,SL-PLAN-02,Statutory,Monthly,NOT-A-DATE,2023-09-26,EMP00036,2021-09-26,Terminated,-5,Yes,15.0
ENR2KJW713U,,PLN1798,Bereavement Leave,BL-PLAN-08,Statutory,Monthly,NOT-A-DATE,2026-10-22,EMP00048,2023-10-23,Pending,-5,Yes,10.0
ENRF34DJXW4,EMP00422,PLN8206,Maternity Leave,ML-PLAN-04,Statutory,Per-Incident,2021-07-02,2022-07-02,EMP00007,2021-07-02,Inactive,25,Yes,10.0
ENR6WX5UM65,EMP00422,PLN7983,Compensatory Off,CO-PLAN-06,Unpaid,Monthly,2023-08-18,2025-08-17,EMP00006,2023-08-18,Active,12,No,5.0
ENRHUNR9VU2,EMP00422,PLN1531,Paternity Leave,PL-PLAN-05,Paid,One-Time,2020-01-05,2021-01-04,EMP00010,2020-01-05,Terminated,25,Yes,15.0
ENR5ZHP9RZ1,EMP00423,PLN2706,Annual Leave,AL-PLAN-01,Paid,Annual,2023-05-13,2024-05-12,EMP00007,2023-05-13,Active,25,Yes,15.0
ENR2XW40UQ2,EMP00423,PLN7523,Bereavement Leave,BL-PLAN-08,Unpaid,One-Time,2020-10-01,2022-10-01,EMP00031,2020-10-01,Terminated,20,Yes,5.0
ENROLLVYP8E,EMP00424,PLN8810,Unpaid Leave,UL-PLAN-07,Paid,Annual,2021-02-09,2023-02-09,EMP00020,2021-02-09,Terminated,21,Yes,
ENR3PXD4WX7,EMP00424,PLN5120,Compensatory Off,CO-PLAN-06,Statutory,Annual,2021-09-09,2024-09-08,EMP00043,2021-09-09,Terminated,18,No,0.0
ENRPEK08RC4,EMP00424,PLN7255,Casual Leave,CL-PLAN-03,Statutory,Per-Incident,2021-04-10,2023-04-10,EMP00035,2021-04-10,Inactive,12,No,0.0
ENRSXXOP73M,EMP00424,PLN2210,Sick Leave,SL-PLAN-02,Unpaid,One-Time,2021-12-29,2022-12-29,EMP00004,2021-12-29,Inactive,10,Yes,10.0
ENR32T061Y6,EMP00425,,Paternity Leave,PL-PLAN-05,Unpaid,Monthly,2020-03-22,2022-03-22,EMP00043,2020-03-22,Pending,21,Yes,
ENRY2BDJV47,EMP00425,,Unpaid Leave,UL-PLAN-07,Paid,Monthly,2021-04-11,2023-04-11,EMP00011,2021-04-11,Pending,12,No,15.0
ENRLHJ9E7J6,EMP00426,PLN1100,Unpaid Leave,UL-PLAN-07,Statutory,Annual,2020-11-29,2023-11-29,EMP00048,2020-11-29,Pending,25,Yes,
ENR3E57QP2I,EMP00426,PLN4495,Compensatory Off,CO-PLAN-06,Unpaid,Per-Incident,2023-12-25,2026-12-24,EMP00001,2023-12-25,Terminated,30,Yes,10.0
ENRC46ABPRZ,EMP00426,PLN3945,Annual Leave,AL-PLAN-01,Paid,Monthly,2022-07-04,2023-07-04,EMP00047,2022-07-04,Active,20,No,
ENR6Y2D5MVD,EMP00426,PLN2280,Bereavement Leave,BL-PLAN-08,Statutory,One-Time,2023-05-09,2026-05-08,EMP00021,2023-05-09,Active,25,Yes,10.0
ENRR9TPM0QE,EMP00427,PLN1172,Bereavement Leave,BL-PLAN-08,Unpaid,One-Time,2022-06-10,2025-06-09,EMP00015,2022-06-10,Terminated,15,Yes,0.0
ENRSV9OGWBD,EMP00427,PLN3634,Paternity Leave,PL-PLAN-05,Paid,Per-Incident,2021-05-16,2024-05-15,EMP00049,2021-05-16,Active,12,Yes,
ENRJWGUFCFY,EMP00428,PLN9071,Annual Leave,AL-PLAN-01,Statutory,Monthly,2020-06-28,2022-06-28,EMP00019,2020-06-28,Terminated,18,Yes,15.0
ENRAT22TQVR,EMP00428,PLN3615,Unpaid Leave,UL-PLAN-07,Statutory,Per-Incident,2022-10-20,2024-10-19,EMP00009,2022-10-20,Inactive,18,Yes,10.0
ENRGFRF7TYO,EMP00428,PLN7189,Casual Leave,CL-PLAN-03,Unpaid,Monthly,2023-07-21,2026-07-20,EMP00012,2023-07-21,Terminated,20,Yes,15.0
ENRP9M2IDPX,EMP00428,PLN5446,Maternity Leave,ML-PLAN-04,Statutory,Per-Incident,2020-12-17,2021-12-17,EMP00040,2020-12-17,Pending,21,No,
ENRUIS6WVZ4,EMP00429,PLN4520,Compensatory Off,CO-PLAN-06,Unpaid,Monthly,2020-04-19,2021-04-19,EMP00020,2020-04-19,Pending,25,Yes,15.0
