summary_id,employee_id,month_year,working_days,days_present,days_absent,days_wfh,late_arrivals,early_departures,overtime_hours,total_hours_logged,attendance_pct,leave_days_taken,loss_of_pay_days,department,shift,approved_by
ATTHII2IYM5,EMP00763,2025-04,23,19,4,0,3,1,7.6,159.6,82.6,4,2,Sales,Day,EMP00034
ATTS9KECJMO,EMP00130,2024-03,23,27,2,8,3,0,12.7,180.7,91.3,0,0,Finance,Day,EMP00043
ATTN14KD69S,EMP00496,2023-03,21,20,1,2,5,3,13.1,173.1,95.2,1,1,Human Resources,Flexible,EMP00002
ATTB6YU0AEB,EMP00720,2024-08,21,17,4,9,0,1,2.1,138.1,81.0,3,1,Finance,Day,EMP00033
ATTO4OSNKFB,EMP00091,2023-12,23,22,1,5,4,2,5.4,181.4,95.7,0,0,Sales,Day,EMP00048
ATTIZ18X9O7,EMP00304,2023-01,21,19,2,9,2,0,15.4,167.4,90.5,0,2,Legal,Night,EMP00043
ATTSAI5UYIF,EMP00267,2024-05,22,19,3,5,3,3,1.6,153.6,86.4,3,0,Operations,Day,EMP00009
ATTPX0CUH5E,EMP00340,2023-07,22,17,5,7,1,3,6.8,142.8,77.3,2,1,Legal,Day,EMP00016
ATTFPFNRT3L,EMP00529,2025-01,20,15,5,10,5,3,0.6,120.6,75.0,0,1,Operations,Flexible,EMP00017
ATTSX8TSMOE,EMP00686,2023-01,22,15,7,1,27,3,-5.0,137.4,68.2,0,1,Marketing,Day,EMP00038
ATT1W9J5DFO,EMP00694,2025-02,23,27,2,9,0,1,1.6,169.6,91.3,1,1,Human Resources,Night,EMP00026
ATTFE0F2CA2,,2025-04,23,18,-1,10,2,2,7.1,151.1,78.3,0,1,Marketing,Day,EMP00031
ATTS3PVYCXQ,EMP00521,2024-09,20,15,5,9,2,2,4.6,124.6,75.0,4,1,Finance,Flexible,EMP00016
ATTMV6A4W9N,EMP00762,2023-02,22,17,5,8,1,3,10.3,146.3,77.3,1,2,Human Resources,Day,EMP00004
ATTJ3U32RM5,EMP00069,2025-02,21,15,6,5,0,2,7.4,127.4,71.4,1,1,Legal,Day,EMP00010
ATT6VFITLI1,EMP00567,2024-12,20,15,5,10,1,3,1.8,121.8,75.0,4,1,Engineering,Day,EMP00031
ATTS6N9R6ES,EMP00671,2025-01,21,19,2,4,0,3,17.2,169.2,90.5,1,0,Product,Night,EMP00039
ATT6F4696T8,EMP00631,2023-12,23,15,8,1,2,1,11.2,131.2,150.0,4,1,Product,Night,EMP00042
ATTJ3GTD3KI,EMP00564,2025-06,22,19,3,0,1,3,18.4,170.4,86.4,1,1,Legal,Day,EMP00039
ATTSP0HB2MP,EMP00466,2025-05,23,28,0,4,1,0,17.3,201.3,100.0,0,2,Sales,Flexible,EMP00036
ATTPXYG43FH,EMP00251,2024-11,20,18,2,6,4,2,1.5,145.5,90.0,1,0,Human Resources,Night,EMP00025
ATTZ52LOYQE,EMP00139,2023-08,23,19,4,8,2,2,13.2,165.2,82.6,4,2,Product,Day,EMP00012
ATTW2XSKN7P,EMP00680,2023-07,23,20,3,1,2,0,2.5,162.5,87.0,3,0,Marketing,Flexible,EMP00036
ATTXDEGOLZ3,EMP00748,2024-01,20,15,5,5,0,2,4.3,124.3,75.0,5,0,Marketing,Day,EMP00038
ATT2NW93M0H,EMP00148,2023-12,20,19,-1,10,2,3,11.4,163.4,95.0,0,2,Sales,Day,EMP00002
ATTDUN9HF6F,EMP00286,2025-05,0,18,2,6,4,3,2.3,146.3,90.0,2,2,Finance,Day,EMP00046
ATTZWZOU1UF,EMP00457,2023-08,20,18,2,2,3,3,0.3,144.3,90.0,2,1,Operations,Day,EMP00025
ATTZY1QZT7G,EMP00283,2024-07,22,21,1,8,3,3,0.7,168.7,95.5,1,1,Legal,Night,EMP00038
ATTRWJM03SF,,2023-08,22,24,5,5,5,2,18.6,154.6,77.3,0,2,Legal,Day,EMP00026
ATT6U4WMJ3I,EMP00401,2023-08,22,16,6,3,0,0,10.3,138.3,72.7,0,1,Operations,Flexible,EMP00013
ATTVZN6H5MX,EMP00015,2025-01,21,15,6,3,0,1,18.5,138.5,71.4,2,2,Human Resources,Night,EMP00036
ATTBSORUFXB,EMP00359,2024-09,23,16,7,8,1,1,-5.0,,69.6,1,0,Finance,Day,EMP00006
ATTH9BXKWNX,EMP00306,2025-03,21,19,2,1,5,3,2.3,154.3,90.5,1,0,Legal,Day,EMP00035
ATTZ62H9KP2,EMP00162,2024-09,22,22,0,6,0,3,0.0,176.0,100.0,0,1,Sales,Day,EMP00002
ATTENJN1AF6,EMP00458,2023-08,22,22,0,3,1,0,18.9,194.9,100.0,0,1,Finance,Night,EMP00030
ATTB26UXPL3,EMP00002,2023-03,20,16,4,5,0,3,9.2,137.2,80.0,1,0,Legal,Day,EMP00002
ATTHTJZK3AG,EMP00777,2024-07,20,18,2,3,2,1,7.2,151.2,90.0,0,1,Legal,Night,EMP00007
ATTGSG34J1Y,EMP00454,2023-12,20,25,-1,5,4,2,11.1,171.1,100.0,0,0,Legal,Day,EMP00008
ATT8VDUT64Z,EMP00790,2024-03,20,16,4,8,1,2,1.0,129.0,80.0,3,1,Sales,Day,EMP00049
ATTFWAHZ4AL,EMP00299,2023-04,20,20,0,7,3,1,5.4,165.4,100.0,0,1,Marketing,Night,EMP00036
ATTCFWMC3NG,EMP00340,2025-05,20,18,2,5,0,2,15.1,159.1,90.0,1,0,Sales,Day,EMP00040
ATTXMRLZ0NT,EMP00430,2023-12,21,16,5,0,5,3,17.1,145.1,76.2,5,2,Engineering,Night,EMP00049
ATTS6871VDA,EMP00360,2025-03,20,18,2,6,0,2,16.0,160.0,90.0,1,0,Legal,Day,EMP00013
ATTDWNLXP4U,EMP00334,2023-09,20,20,0,6,5,0,5.5,165.5,100.0,0,2,Engineering,Day,EMP00012
ATTLNWL9193,EMP00537,2023-04,21,20,1,4,4,3,1.4,161.4,95.2,1,2,Operations,Flexible,EMP00032
ATT2RHU6QE9,,2024-06,20,16,4,4,3,0,14.3,142.3,150.0,0,1,Marketing,Flexible,EMP00024
ATT5UIL7H07,EMP00736,2025-05,21,24,4,6,5,0,5.3,141.3,81.0,0,1,Marketing,Day,EMP00040
ATTL818JTF1,EMP00365,2023-12,21,21,0,5,1,2,3.9,171.9,100.0,0,2,Sales,Flexible,EMP00049
ATTJIR1VG0V,EMP00439,2023-02,23,17,6,1,0,0,17.4,153.4,73.9,4,1,Engineering,Flexible,EMP00021
ATT7KOWM5VM,EMP00411,2023-08,22,22,0,0,1,2,0.3,176.3,100.0,0,1,Human Resources,Day,EMP00013
ATTWUI72UTF,EMP00506,2023-08,21,17,-1,3,3,0,9.7,145.7,81.0,3,1,Finance,Day,EMP00036
ATTV3VOHGMZ,EMP00290,2025-04,20,20,0,4,0,3,4.3,164.3,100.0,0,2,Engineering,Flexible,EMP00001
ATTXCVFXES9,EMP00547,2024-08,20,16,4,3,0,0,11.5,139.5,80.0,4,1,Engineering,Day,EMP00010
ATTMIKDF8XQ,EMP00127,2023-11,20,17,3,3,25,1,-5.0,150.6,85.0,0,2,Sales,Night,EMP00048
ATTQQ86O877,EMP00080,2023-09,21,16,5,6,3,3,17.8,145.8,76.2,2,2,Sales,Day,EMP00029
ATTAQXW4JDL,EMP00696,2025-05,23,27,2,4,4,0,11.6,179.6,91.3,2,1,Finance,Day,EMP00018
ATTR8D05209,EMP00355,2024-04,20,16,4,7,2,0,13.4,141.4,80.0,1,1,Finance,Day,EMP00004
ATTYIXKJSXO,EMP00394,2024-08,20,18,2,9,2,1,19.5,163.5,90.0,2,1,Human Resources,Flexible,EMP00022
ATT9VVYZW7K,EMP00778,2023-06,23,16,7,9,5,1,11.6,139.6,69.6,2,1,Marketing,Day,EMP00024
ATT4MWUOHRM,EMP00601,2023-09,21,16,5,9,2,2,3.3,131.3,76.2,1,2,Engineering,Day,EMP00028
ATT9FBGGELC,EMP00321,2023-11,21,17,4,3,3,3,19.4,155.4,81.0,2,2,Human Resources,Night,EMP00023
ATT19ICKNFW,EMP00629,2023-06,22,17,5,0,3,1,15.1,151.1,77.3,0,1,Operations,Night,EMP00013
ATTD53TIFSD,,2024-10,23,23,0,2,5,0,18.1,202.1,100.0,0,0,Legal,Night,EMP00014
ATTLJU27E9W,EMP00646,2024-11,0,20,-1,5,3,2,16.6,176.6,87.0,2,0,Sales,Day,EMP00038
ATT7HIN07XK,EMP00144,2024-02,23,27,2,2,5,3,8.4,,91.3,0,1,Legal,Flexible,EMP00025
ATTJ5DGUFA6,EMP00660,2023-08,23,15,8,5,1,0,8.3,128.3,65.2,5,2,Sales,Day,EMP00029
ATTST8PM9UV,EMP00417,2023-01,20,18,2,3,3,0,1.4,145.4,90.0,0,0,Human Resources,Night,EMP00050
ATTKBAGTENH,EMP00624,2024-06,23,15,8,6,0,0,10.6,130.6,65.2,8,2,Product,Day,EMP00035
ATTFFJJJHGZ,EMP00060,2023-02,22,20,2,1,5,2,14.0,174.0,90.9,0,0,Finance,Flexible,EMP00026
ATTY7Y0R3KP,EMP00682,2024-04,21,20,1,0,0,1,10.2,170.2,95.2,0,2,Legal,Day,EMP00018
ATTCP3CXA39,EMP00095,2025-01,20,16,4,10,5,1,7.9,135.9,80.0,0,2,Legal,Day,EMP00015
ATT36XHJSXU,EMP00684,2025-04,20,19,1,7,4,1,2.3,154.3,95.0,1,1,Legal,Day,EMP00012
ATTAS1NQD9I,EMP00050,2024-11,21,19,2,10,4,2,2.8,154.8,90.5,1,0,Sales,Day,EMP00010
ATTBQV7IX7M,EMP00503,2024-02,23,28,6,1,5,3,14.8,150.8,150.0,1,0,Engineering,Day,EMP00050
ATTBFE830ZE,EMP00524,2023-03,20,19,1,3,4,2,6.0,158.0,95.0,0,2,Operations,Day,EMP00028
ATT57NGS87D,EMP00026,2023-05,21,19,2,8,1,1,-5.0,156.6,90.5,0,0,Engineering,Day,EMP00045
ATTQGR2TJTZ,EMP00185,2023-09,22,16,-1,8,0,2,18.2,146.2,72.7,1,2,Marketing,Day,EMP00048
ATT3QA500X9,EMP00645,2023-09,23,19,4,9,3,1,19.9,171.9,82.6,4,2,Human Resources,Day,EMP00037
ATT83B81AP9,EMP00603,2024-11,21,18,3,0,0,0,6.9,150.9,85.7,0,1,Sales,Night,EMP00040
ATT16TSRPML,,2025-03,23,15,8,3,1,2,5.1,125.1,65.2,2,2,Engineering,Day,EMP00003
ATTTK1KRA7X,EMP00769,2024-05,21,16,5,9,1,2,16.4,144.4,76.2,3,0,Human Resources,Day,EMP00039
ATTRT1SRI0V,EMP00199,2025-05,22,17,5,2,1,3,9.5,145.5,77.3,1,2,Engineering,Day,EMP00043
ATTTEF7AQIH,EMP00274,2023-10,23,28,2,1,1,0,19.9,187.9,91.3,1,0,Product,Day,EMP00037
ATTCGZ49JB2,EMP00364,2025-05,21,17,4,2,1,1,2.6,138.6,81.0,0,0,Legal,Day,EMP00011
ATTIHX2GRUZ,EMP00062,2024-01,20,19,1,6,2,0,3.2,155.2,95.0,0,1,Marketing,Flexible,EMP00018
ATTVZPPVSE8,EMP00301,2023-01,23,17,6,8,3,0,8.2,144.2,73.9,0,0,Engineering,Flexible,EMP00010
ATTGQ3SDTOW,EMP00263,2023-08,23,20,3,0,1,1,13.6,173.6,87.0,3,1,Finance,Flexible,EMP00035
ATT3ZWOVWOG,EMP00056,2024-12,20,16,4,9,2,2,18.2,146.2,80.0,1,1,Marketing,Day,EMP00010
ATTJ7GJP5RS,EMP00321,2023-09,22,15,7,6,0,0,5.4,125.4,68.2,3,1,Sales,Day,EMP00023
ATTPDWOOQO2,EMP00035,2024-06,20,19,-1,7,0,0,17.3,169.3,95.0,1,2,Finance,Day,EMP00009
ATT1N9SXAV1,EMP00391,2025-01,20,19,1,1,1,0,18.3,170.3,95.0,1,1,Sales,Day,EMP00012
ATTF0MEQCRM,EMP00506,2025-04,20,25,1,6,4,1,13.1,165.1,95.0,1,0,Product,Day,EMP00039
ATTJWC8WE6Z,EMP00737,2024-11,21,20,1,1,1,1,9.7,169.7,95.2,1,1,Product,Night,EMP00044
ATTKQTIIUJ1,EMP00206,2023-08,21,18,3,4,4,1,11.0,155.0,85.7,3,1,Sales,Day,EMP00045
ATTG2OW9O3K,EMP00414,2023-02,23,16,7,9,4,0,8.1,136.1,69.6,6,1,Marketing,Day,EMP00025
ATT9CMDYABL,EMP00213,2023-02,23,15,8,9,0,1,7.4,127.4,65.2,1,2,Human Resources,Day,EMP00034
ATTPGQB9AC7,,2024-02,20,17,3,1,2,1,19.5,155.5,85.0,1,2,Marketing,Flexible,EMP00023
ATTG1STYG82,EMP00087,2023-08,22,18,4,6,27,0,-5.0,,81.8,4,1,Marketing,Day,EMP00048
ATTH25PISLF,EMP00518,2024-09,23,22,1,9,3,3,14.4,190.4,95.7,1,1,Product,Flexible,EMP00010
ATTMJU5GL1H,EMP00525,2024-04,21,21,0,9,4,1,5.0,173.0,100.0,0,0,Operations,Day,EMP00015
ATTFQOX3NGW,EMP00126,2023-09,21,24,3,0,5,3,13.2,157.2,85.7,0,2,Sales,Day,EMP00033
ATTNRAWAIWL,EMP00089,2023-01,0,16,4,2,1,2,15.1,143.1,150.0,2,2,Product,Night,EMP00010
ATT8VZSD1SF,EMP00687,2024-07,22,15,-1,1,3,1,8.1,128.1,68.2,7,0,Marketing,Night,EMP00040
ATT21Y1NH40,EMP00685,2024-02,23,20,3,4,3,3,19.8,179.8,87.0,0,0,Finance,Day,EMP00037
ATT5SOLBRFF,EMP00360,2023-04,21,21,0,2,2,0,15.9,183.9,100.0,0,1,Legal,Day,EMP00008
ATTLJYHVYSU,EMP00368,2023-07,23,19,4,1,1,2,2.4,154.4,82.6,0,1,Sales,Day,EMP00041
ATTDOXY7NPI,EMP00771,2025-01,22,18,4,9,3,2,8.8,152.8,81.8,1,0,Legal,Flexible,EMP00037
ATT34G20UU3,EMP00524,2025-05,20,16,4,1,5,3,4.6,132.6,80.0,1,0,Engineering,Day,EMP00035
ATTPVWRU80I,EMP00788,2024-09,22,17,5,2,0,2,10.7,146.7,77.3,1,1,Product,Day,EMP00043
ATT1GI7ODSF,EMP00330,2025-03,21,26,4,4,0,1,7.9,143.9,81.0,4,1,Finance,Day,EMP00029
ATT7A3XRCVU,EMP00747,2023-06,20,20,0,8,2,1,5.4,165.4,100.0,0,0,Product,Day,EMP00021
ATTKNPUIA5L,EMP00115,2023-04,20,16,4,2,4,1,17.4,145.4,80.0,3,0,Product,Night,EMP00010
ATTYA0387KO,EMP00639,2024-06,23,15,8,7,1,1,17.2,137.2,65.2,7,0,Finance,Day,EMP00015
ATTJ2F9IJB5,,2024-12,20,15,5,6,2,2,15.8,135.8,75.0,3,2,Product,Day,EMP00027
ATTCXFE3ELZ,EMP00292,2024-08,23,16,7,2,4,2,2.6,130.6,69.6,1,0,Finance,Day,EMP00034
ATT5Q0SJR5X,EMP00627,2024-03,22,18,-1,10,4,3,14.8,158.8,81.8,4,1,Human Resources,Day,EMP00003
ATTJ8ABVNEG,EMP00192,2023-01,23,16,7,8,3,3,6.5,134.5,69.6,6,1,Sales,Flexible,EMP00022
ATTIXWL6GKM,EMP00634,2024-09,20,17,3,6,3,0,4.0,140.0,85.0,3,0,Legal,Night,EMP00027
ATTIMV3WUGG,EMP00670,2023-05,22,24,6,8,5,0,13.9,141.9,72.7,0,1,Product,Day,EMP00025
ATTOEJ6SIGN,EMP00701,2023-02,23,21,2,3,3,3,-5.0,185.7,91.3,0,1,Marketing,Day,EMP00029
ATT6PTQKYDK,EMP00694,2024-06,23,16,7,3,0,0,18.8,146.8,69.6,2,1,Finance,Day,EMP00045
ATT7JIPZMA6,EMP00586,2024-11,23,18,5,10,0,0,8.9,152.9,78.3,0,0,Finance,Night,EMP00046
ATTIOXJOHPQ,EMP00493,2023-01,21,20,1,6,5,1,7.6,167.6,95.2,1,2,Operations,Night,EMP00041
ATTBYB77HNA,EMP00636,2024-12,23,19,4,5,0,3,7.0,159.0,82.6,4,0,Human Resources,Day,EMP00014
ATTY7BNEMUT,EMP00796,2023-11,20,15,5,7,0,2,0.1,120.1,75.0,3,0,Product,Day,EMP00021
ATTWQAL8P68,EMP00565,2024-10,20,20,0,3,1,0,19.0,179.0,100.0,0,0,Engineering,Day,EMP00042
ATT359H0PO9,EMP00648,2024-07,21,21,0,1,2,1,19.1,187.1,100.0,0,1,Operations,Day,EMP00004
ATTU3UV5N2B,EMP00679,2024-11,20,22,5,3,5,2,14.9,134.9,75.0,3,2,Product,Day,EMP00012
ATTDNKUDMHL,EMP00666,2024-06,23,17,-1,7,0,1,5.4,141.4,73.9,2,1,Sales,Day,EMP00037
ATT9FDQX81H,EMP00250,2023-10,21,18,3,8,4,1,14.7,158.7,150.0,0,1,Operations,Day,EMP00013
ATT9QEFJJDR,,2023-12,21,15,6,8,2,0,2.3,,71.4,4,1,Operations,Night,EMP00020
ATTJVHHN5DW,EMP00366,2024-09,21,19,2,6,1,1,1.6,153.6,90.5,2,0,Legal,Day,EMP00047
ATTT74SK0IJ,EMP00651,2023-12,20,18,2,4,5,0,5.4,149.4,90.0,2,0,Operations,Day,EMP00039
ATT7YKX3K6X,EMP00206,2025-01,20,17,3,2,3,3,18.2,154.2,85.0,1,2,Legal,Flexible,EMP00037
ATTV8H2Q839,EMP00324,2023-06,23,21,2,4,2,2,2.0,170.0,91.3,0,2,Legal,Day,EMP00010
ATTP4AMATHQ,EMP00708,2023-06,22,18,4,10,3,3,10.1,154.1,81.8,3,1,Sales,Day,EMP00039
ATTXXDTTTCK,EMP00346,2023-07,21,24,6,2,5,2,1.7,121.7,71.4,3,1,Legal,Day,EMP00041
ATTD3AGPO1T,EMP00424,2023-09,23,23,0,3,0,1,9.6,193.6,100.0,0,2,Sales,Day,EMP00023
ATTQ43OEEXE,EMP00580,2023-08,23,15,8,0,4,1,2.6,122.6,65.2,2,1,Legal,Night,EMP00005
ATT37RDV9VD,EMP00067,2023-12,0,17,3,1,0,2,17.7,153.7,85.0,0,0,Finance,Night,EMP00008
ATTP2JUGR2C,EMP00411,2024-01,21,15,6,2,1,1,19.0,139.0,71.4,3,2,Legal,Day,EMP00017
ATTABRIQFIT,EMP00096,2024-05,20,20,-1,9,25,0,-5.0,166.2,100.0,0,2,Engineering,Day,EMP00049
ATTZWUYC39U,EMP00294,2025-04,20,16,4,10,3,3,9.5,137.5,80.0,3,2,Marketing,Night,EMP00050
ATTB5GY31P1,EMP00010,2024-03,21,15,6,0,1,2,15.3,135.3,71.4,2,1,Engineering,Flexible,EMP00029
ATTIXGOOFCS,EMP00471,2023-02,21,18,3,7,2,1,4.5,148.5,85.7,2,1,Sales,Day,EMP00028
ATTXAAX66YK,EMP00730,2024-04,22,27,7,9,3,2,2.4,122.4,68.2,5,1,Operations,Day,EMP00030
ATT7N8V2YT9,EMP00320,2024-06,23,18,5,8,4,0,8.4,152.4,78.3,1,2,Product,Night,EMP00048
ATTZWHQY1DN,,2023-07,20,19,1,1,1,3,6.0,158.0,95.0,1,0,Marketing,Flexible,EMP00027
ATT3W66DTAX,EMP00624,2023-08,23,19,4,3,4,0,4.7,156.7,82.6,2,0,Sales,Day,EMP00020
ATTWT00P9Q8,EMP00463,2025-01,22,16,6,3,2,0,1.8,129.8,72.7,4,1,Legal,Day,EMP00001
ATTHJJ93G3Q,EMP00286,2023-06,20,15,5,1,4,2,16.5,136.5,75.0,5,2,Finance,Night,EMP00027
ATTKAYY9KNX,EMP00052,2024-11,22,19,3,5,3,1,9.0,161.0,86.4,3,1,Human Resources,Day,EMP00012
ATT50VSMUUP,EMP00751,2024-05,23,18,5,7,5,1,8.5,152.5,78.3,1,2,Product,Day,EMP00030
ATT27Q07RCJ,EMP00183,2024-11,20,15,5,10,1,3,6.6,126.6,75.0,1,2,Engineering,Day,EMP00034
ATTTPGFCCE0,EMP00032,2023-11,23,28,-1,7,0,3,16.2,176.2,87.0,1,0,Engineering,Day,EMP00014
ATTUT57WX1U,EMP00192,2025-06,21,19,2,3,4,2,1.6,153.6,90.5,2,2,Operations,Day,EMP00011
ATTHZ3H5XUL,EMP00771,2023-05,20,17,3,4,4,1,11.5,147.5,85.0,3,2,Sales,Day,EMP00027
ATTQH7IGKL5,EMP00206,2024-03,21,21,0,1,1,2,10.2,178.2,150.0,0,0,Sales,Flexible,EMP00024
ATTL7XHTBF1,EMP00075,2023-11,23,18,5,7,4,2,8.2,152.2,78.3,5,2,Finance,Flexible,EMP00017
ATTEMVX8RI6,EMP00003,2023-11,21,19,2,6,2,3,11.5,163.5,90.5,2,1,Engineering,Flexible,EMP00027
ATT2JR6WNHV,EMP00438,2023-10,20,19,1,1,5,0,19.9,171.9,95.0,0,2,Engineering,Day,EMP00042
ATT62PMKIOT,EMP00499,2025-03,21,17,4,1,3,2,0.9,136.9,81.0,2,0,Product,Day,EMP00041
ATTFSWBQXIJ,EMP00566,2024-04,23,23,0,9,5,1,9.6,193.6,100.0,0,1,Legal,Flexible,EMP00021
ATTULTRA5QB,EMP00741,2023-11,20,25,2,2,3,0,-5.0,,90.0,1,1,Legal,Day,EMP00023
ATTVOZB61CL,,2023-10,20,19,1,0,4,2,18.2,170.2,95.0,0,2,Sales,Day,EMP00026
ATT4TM9SY3D,EMP00250,2024-01,22,17,5,2,0,1,18.7,154.7,77.3,3,1,Product,Night,EMP00006
ATTH8FH68LN,EMP00342,2024-06,21,18,3,0,2,2,11.5,155.5,85.7,2,1,Marketing,Day,EMP00044
ATTXYRXUJVS,EMP00799,2024-05,21,20,-1,8,2,2,14.8,174.8,95.2,0,1,Legal,Day,EMP00040
ATTDXBYPHG6,EMP00756,2023-01,22,17,5,4,1,3,12.9,148.9,77.3,2,2,Product,Flexible,EMP00040
ATTQ1YXFNOR,EMP00594,2025-02,23,20,3,4,1,0,12.7,172.7,87.0,0,0,Finance,Day,EMP00016
ATTTYJJZOAN,EMP00035,2025-02,21,18,3,10,2,2,11.8,155.8,85.7,0,0,Marketing,Night,EMP00030
ATTK6GI8HKE,EMP00542,2024-09,21,15,6,7,3,0,3.8,123.8,71.4,2,2,Engineering,Day,EMP00038
ATT7ZHHAEYO,EMP00521,2023-10,21,23,0,9,1,2,11.5,179.5,100.0,0,2,Engineering,Night,EMP00027
ATTQGC2GL53,EMP00484,2023-03,22,22,0,2,3,2,18.6,194.6,100.0,0,1,Product,Day,EMP00027
ATTUOV806YN,EMP00260,2025-02,20,15,5,6,3,3,13.2,133.2,75.0,5,1,Engineering,Day,EMP00024
ATT9KTXZ4FU,EMP00683,2024-03,22,22,0,8,5,0,14.6,190.6,100.0,0,2,Product,Day,EMP00011
ATTAOBWMWMY,EMP00160,2023-04,21,16,5,3,0,1,19.7,147.7,76.2,1,0,Finance,Day,EMP00038
ATT9M6NYJS4,EMP00101,2023-10,0,19,1,7,5,3,6.0,158.0,95.0,1,1,Human Resources,Day,EMP00021
ATTVDW7DMLV,EMP00404,2023-07,23,21,2,8,3,0,16.0,184.0,91.3,0,1,Sales,Day,EMP00024
ATTZGYTG3PW,EMP00408,2023-10,22,19,3,6,5,2,2.2,154.2,86.4,1,2,Human Resources,Day,EMP00034
ATTMKFJTS21,EMP00236,2024-04,20,15,-1,1,0,1,14.6,134.6,75.0,3,1,Sales,Day,EMP00021
ATTVMITSM6B,,2023-11,21,23,6,8,3,3,7.6,127.6,71.4,1,2,Marketing,Night,EMP00016
ATTS1YSAYJH,EMP00058,2023-07,23,16,7,7,2,2,13.4,141.4,69.6,3,1,Marketing,Day,EMP00047
ATT967AV0QS,EMP00344,2024-06,21,19,2,10,5,0,7.4,159.4,90.5,0,0,Engineering,Day,EMP00043
ATT8N8SKHYM,EMP00798,2024-02,21,16,5,6,0,1,9.9,137.9,76.2,3,1,Finance,Day,EMP00043
ATTOJ1OWR2E,EMP00353,2023-10,20,16,4,3,25,0,-5.0,133.9,150.0,4,0,Engineering,Day,EMP00013
ATTK4KMDI8L,EMP00394,2023-01,21,15,6,4,2,3,11.5,131.5,71.4,4,2,Engineering,Day,EMP00041
ATTOZ8Z1PBC,EMP00429,2025-04,21,20,1,7,1,1,19.1,179.1,95.2,1,2,Human Resources,Night,EMP00020
ATTG7I1DLPC,EMP00440,2025-04,22,17,5,0,5,2,3.1,139.1,77.3,2,2,Finance,Night,EMP00025
ATTBBXGFUZV,EMP00179,2023-02,20,17,3,4,0,1,15.6,151.6,85.0,3,1,Product,Flexible,EMP00041
ATTJDA17WGQ,EMP00405,2024-10,21,25,2,8,0,2,19.6,171.6,90.5,0,1,Legal,Day,EMP00029
ATTYAGMKC38,EMP00506,2024-04,20,16,4,4,4,0,13.6,141.6,80.0,1,2,Finance,Day,EMP00007
ATTUPY1S9M6,EMP00149,2023-09,22,16,6,0,4,0,14.9,142.9,72.7,6,2,Finance,Day,EMP00026
ATT5C3UE25H,EMP00523,2024-11,20,16,-1,4,4,3,19.9,147.9,80.0,1,2,Sales,Day,EMP00027
ATTIG2GAY5H,EMP00588,2025-03,22,22,0,6,1,0,8.5,184.5,100.0,0,2,Product,Day,EMP00038
ATTMY9X7F6S,EMP00607,2023-08,20,16,4,7,5,0,12.4,140.4,80.0,0,2,Engineering,Night,EMP00001
ATTEC4CTRCN,EMP00088,2025-03,22,21,1,3,1,1,8.4,,95.5,0,2,Human Resources,Day,EMP00033
ATTT85DDKX4,EMP00260,2024-10,21,15,6,5,4,1,19.9,139.9,71.4,3,2,Finance,Day,EMP00048
ATT1GWS3U05,,2024-12,23,22,1,7,1,1,10.5,186.5,95.7,1,0,Sales,Flexible,EMP00043
ATTGHP21PQB,EMP00358,2024-09,22,24,0,10,1,2,6.3,182.3,100.0,0,2,Engineering,Flexible,EMP00015
ATTFFMMXSAO,EMP00704,2025-04,22,19,3,1,5,2,19.2,171.2,86.4,3,1,Sales,Flexible,EMP00005
ATTXBRQA42X,EMP00441,2024-06,23,23,0,3,0,3,18.3,202.3,100.0,0,2,Marketing,Day,EMP00033
ATTMUM3JES7,EMP00464,2023-03,21,20,1,1,3,2,9.4,169.4,95.2,1,1,Finance,Day,EMP00004
ATTQCKXW5JO,EMP00675,2024-01,21,15,6,8,1,1,18.6,138.6,71.4,2,0,Marketing,Flexible,EMP00041
ATTVO4HJ34Z,EMP00636,2024-07,22,20,2,2,3,3,15.0,175.0,90.9,0,2,Finance,Flexible,EMP00002
ATTJRKH2EW3,EMP00691,2023-04,22,19,3,9,5,2,0.8,152.8,86.4,2,1,Operations,Day,EMP00026
ATT5YQK12NM,EMP00318,2024-08,21,20,-1,8,2,3,15.0,175.0,95.2,1,2,Product,Day,EMP00028
ATT4VH2CV7I,EMP00203,2025-05,21,20,1,2,4,0,-5.0,174.3,95.2,0,2,Finance,Day,EMP00044
ATTLVTBSCKS,EMP00246,2024-12,23,28,3,2,3,3,4.3,164.3,87.0,0,2,Legal,Flexible,EMP00036
ATT4RTG8MBC,EMP00380,2024-05,20,16,4,1,5,0,11.8,139.8,80.0,1,0,Operations,Flexible,EMP00038
ATTQGYWNZRQ,EMP00279,2025-05,22,15,7,10,5,1,2.2,122.2,68.2,6,1,Human Resources,Day,EMP00050
ATT2G4JQLS2,EMP00460,2024-12,23,20,3,10,5,2,11.7,171.7,87.0,2,1,Engineering,Night,EMP00029
ATTF1RCBCCZ,EMP00746,2023-05,21,21,0,4,0,2,13.0,181.0,100.0,0,0,Human Resources,Night,EMP00026
ATTZSSRVZ3E,EMP00746,2025-04,22,17,5,1,2,3,13.1,149.1,150.0,4,2,Marketing,Night,EMP00039
ATT9L89FV9P,EMP00485,2024-11,22,16,6,8,5,0,1.6,129.6,72.7,2,0,Human Resources,Night,EMP00031
ATTUAULHGX2,,2023-08,0,17,3,0,3,3,15.4,151.4,85.0,2,2,Legal,Flexible,EMP00035
