payment_id,order_id,customer_id,payment_method,payment_amount,payment_date,payment_status,currency,transaction_ref,gateway
PAY200454,ORD100147,CUST00388,Cash on Delivery,2410.91,2023-09-26,Pending,GBP,YR8H9XDYQ8D7,Adyen
PAY200455,ORD100395,CUST00324,Net Banking,3305.07,2022-01-06,Pending,AED,VFHZLA6OVM8L,Stripe
PAY200456,ORD100383,CUST00230,Cash on Delivery,480.64,2022-10-11,Refunded,GBP,HQLYLEWFVBFE,PayPal
PAY200457,ORD100987,CUST00499,Cash on Delivery,420.44,2024-05-18,Failed,USD,VZLMQ96FBEJH,PayPal
PAY200458,ORD100543,CUST00812,Cash on Delivery,1834.23,2023-07-16,Refunded,AED,EFTIXDWR024L,Paytm
PAY200459,ORD100829,CUST00106,Cash on Delivery,4535.33,2022-12-12,Pending,SGD,XXWNKPZIAJN3,PayPal
PAY200460,ORD_GHOST_9,CUST00341,Debit Card,-302.72,2024-04-15,Failed,AED,AR1VY7HXR4G0,Stripe
PAY200461,ORD100538,CUST00695,Credit Card,4126.23,2022-03-14,Pending,INR,ONX3F86UGYFU,PayPal
PAY200462,ORD100690,CUST00693,,165.65,2022-08-02,INVALID_STATUS,XYZ,,Paytm
PAY200463,ORD101227,CUST00488,Net Banking,4475.53,2022-08-23,Pending,USD,TGIYI04CVUNX,Razorpay
PAY200464,ORD100230,CUST00003,Credit Card,4258.0,2023-04-05,Refunded,USD,F7BCU5SXQKQB,PayPal
PAY200465,ORD101270,CUST00574,PayPal,1654.54,2025-01-13,Refunded,INR,67CGFX30AC9P,Square
PAY200466,ORD101133,CUST00055,Net Banking,4512.61,2023-06-14,Refunded,GBP,SL0JO4PYAP3J,Razorpay
PAY200467,ORD101285,CUST00264,Debit Card,4588.24,2023-12-03,Failed,AED,HTZQTTAAZVOR,Paytm
PAY200468,ORD100108,CUST00445,PayPal,477.73,2025-06-13,Refunded,INR,TFS2E2FOZZ1J,Paytm
PAY200469,ORD100054,CUST00002,Credit Card,1740.92,2024-10-06,Refunded,USD,M0OS2C4XN98U,PayPal
PAY200470,ORD101302,CUST00066,PayPal,-764.51,2025-04-08,Pending,USD,519EYINYCOAU,Stripe
PAY200471,ORD101263,CUST00570,Credit Card,3420.52,2025-02-13,Refunded,USD,7EAS0O5DGRX0,Stripe
PAY200472,ORD100965,CUST00847,Debit Card,1461.9,2023-08-07,Pending,AED,9U0VQF6OYLCB,Square
PAY200473,ORD100001,CUST00053,Cash on Delivery,3397.61,2022-04-15,Completed,AED,TN0ABMKRY7IY,Razorpay
PAY200474,ORD100067,CUST00084,PayPal,109.18,2022-12-19,Refunded,GBP,62RXYX4MIVL5,Paytm
PAY200475,ORD100633,CUST00261,UPI,4165.51,2022-12-09,Pending,AED,XY1JXCDKMZPB,Adyen
PAY200476,ORD100750,CUST00096,,4507.26,2023-01-20,Refunded,SGD,1522OU2VNEYN,Stripe
PAY200477,ORD101085,CUST00328,Cash on Delivery,1750.35,2022-07-01,Refunded,GBP,VBNK0SCJWSH3,PayPal
PAY200478,ORD101030,CUST00411,Bank Transfer,896.03,2022-04-03,Failed,AED,JLUUPGNIFPVD,Stripe
PAY200479,ORD100185,CUST00709,UPI,4815.85,2024-11-27,Completed,SGD,JY6VY0V3CMUE,Adyen
PAY200480,ORD_GHOST_3,CUST00054,Bank Transfer,-4102.73,2024-07-18,Pending,GBP,Y4A15F4JM8R7,Stripe
PAY200481,ORD100685,CUST00872,Cash on Delivery,1692.82,2025-01-24,Pending,SGD,S5R25ZFC1K8J,Adyen
PAY200482,ORD101105,CUST00287,Credit Card,2261.94,2024-03-02,Failed,INR,V78RTJR2GJCG,PayPal
PAY200483,ORD101096,CUST00049,Cash on Delivery,4052.93,2023-12-06,Pending,SGD,3GQ7P7SWVTQQ,PayPal
PAY200484,ORD100570,CUST00338,Cash on Delivery,2587.97,2024-07-14,INVALID_STATUS,USD,IA77E799O6AL,Square
PAY200485,ORD100890,CUST00187,Bank Transfer,3492.13,2023-11-13,Completed,SGD,HNIVD44T2RIZ,Adyen
PAY200486,ORD100715,CUST00417,UPI,638.2,2022-05-24,Refunded,SGD,2EE75C7QXMJB,PayPal
PAY200487,ORD100475,CUST00105,Bank Transfer,1924.9,2022-09-26,Pending,AED,WKIHPY36Z6CO,Adyen
PAY200488,ORD100331,CUST00292,Net Banking,1526.34,2023-12-23,Pending,USD,2DWHZR4UR1BO,Stripe
PAY200489,ORD100653,CUST00714,PayPal,4415.92,2023-12-12,Failed,SGD,OIPZKSBWTSMC,Razorpay
PAY200490,ORD101357,CUST00536,,-3539.22,2024-02-20,Completed,GBP,4WO7V1GSFYTK,Stripe
PAY200491,ORD100672,CUST00158,Bank Transfer,270.06,2022-06-12,Pending,INR,3T5Q21G07HPN,Paytm
PAY200492,ORD100600,CUST00130,PayPal,3948.86,2024-09-11,Refunded,INR,PTXMQT090FS6,Paytm
PAY200493,ORD101149,CUST00232,Credit Card,4164.25,2024-06-15,Completed,AED,GT3JW319WNI6,Razorpay
PAY200494,ORD100395,CUST00666,Net Banking,688.87,2024-07-16,Completed,USD,JHTZQCEQ0YET,Paytm
PAY200495,ORD100046,CUST00320,Credit Card,3560.47,2023-06-06,Pending,XYZ,MKOV2Y9269XK,Stripe
PAY200496,ORD100851,CUST00489,Cash on Delivery,4856.78,2025-01-05,Completed,GBP,2P2K5QS49MVK,PayPal
PAY200497,ORD101054,CUST00688,Bank Transfer,4640.79,2023-06-26,Refunded,AED,0HZWCYKVMQYB,Adyen
PAY200498,ORD100866,CUST00166,UPI,1233.8,2025-06-13,Failed,SGD,4YKFJRATLCEZ,Razorpay
PAY200499,ORD100501,CUST00590,Debit Card,2582.68,2022-08-29,Refunded,USD,5NTIPWL51CTA,Stripe
PAY200500,ORD_GHOST_5,CUST00839,UPI,-1131.38,2024-07-25,Pending,GBP,OAWQF1CLNVXN,Adyen
PAY200501,ORD101190,CUST00684,Net Banking,4494.97,2023-12-25,Failed,SGD,MU9AM6IWEZCE,Square
PAY200502,ORD100746,CUST00897,Credit Card,4455.95,2023-08-10,Pending,SGD,MFL0XN3CQYT9,Razorpay
PAY200503,ORD100152,CUST00404,Cash on Delivery,3268.05,2022-07-17,Completed,SGD,WGK6RZLCH2XR,Paytm
PAY200504,ORD101275,CUST00269,,2342.99,2022-02-22,Pending,GBP,,Razorpay
PAY200505,ORD101193,CUST00206,Debit Card,4993.41,2024-06-12,Failed,USD,UD2DTBZXMUUC,Stripe
PAY200506,ORD100578,CUST00837,Credit Card,2418.34,2023-06-02,INVALID_STATUS,INR,6LOD6D8E200I,Square
PAY200507,ORD100751,CUST00485,PayPal,389.85,2023-03-15,Refunded,INR,6POGI3EEAFDZ,Razorpay
PAY200508,ORD101029,CUST00086,Credit Card,4969.96,2022-03-22,Failed,SGD,4UFSVUXZUYKM,Razorpay
PAY200509,ORD100239,CUST00845,Cash on Delivery,2882.78,2025-03-25,Completed,SGD,FYGOU3HPF15W,Paytm
PAY200510,ORD100110,CUST00308,Net Banking,-4870.31,2022-05-22,Completed,USD,4HTUW52RB3BI,Razorpay
PAY200511,ORD100325,CUST00024,UPI,3829.04,2023-05-25,Failed,SGD,NBRJS1M3RMZM,Adyen
PAY200512,ORD100940,CUST00156,Cash on Delivery,1169.16,2024-02-12,Pending,USD,O4X8SCX401L5,Paytm
PAY200513,ORD100063,CUST00193,PayPal,3810.48,2025-03-20,Refunded,INR,COQAVK658OV5,Razorpay
PAY200514,ORD100507,CUST00224,Credit Card,3465.61,2022-05-02,Refunded,USD,0L32U5CXUHGK,Stripe
PAY200515,ORD100831,CUST00346,UPI,4453.28,2024-10-02,Failed,SGD,YTWXIM04RF4L,Square
PAY200516,ORD100289,CUST00703,Bank Transfer,1900.48,2023-11-23,Failed,GBP,L5H168287SF1,Paytm
PAY200517,ORD101015,CUST00556,PayPal,2825.93,2023-02-27,Refunded,INR,OUWFIAJIJNLP,PayPal
PAY200518,ORD101059,CUST00442,,3703.37,2023-06-29,Refunded,INR,RDBIQMGPOEMK,Square
PAY200519,ORD100211,CUST00114,UPI,3759.02,2023-07-06,Completed,GBP,PTZZZ6CTEL74,Paytm
PAY200520,ORD_GHOST_1,CUST00092,Net Banking,-2606.17,2022-12-07,Completed,GBP,MZJ86GO8N177,Razorpay
PAY200521,ORD101023,CUST00463,Cash on Delivery,493.05,2023-07-01,Completed,INR,K2JYKMUY2BIA,Stripe
PAY200522,ORD100189,CUST00616,Debit Card,4778.64,2022-10-09,Refunded,INR,88NV6YYX0102,Paytm
PAY200523,ORD101086,CUST00238,PayPal,2698.64,2022-04-24,Failed,AED,A2GBZUO7MTCO,Adyen
PAY200524,ORD100531,CUST00877,Debit Card,4463.37,2022-02-09,Failed,SGD,WUG0RQAP37LX,PayPal
PAY200525,ORD100254,CUST00313,UPI,4065.94,2025-05-01,Failed,GBP,WNUK491RZ84E,PayPal
PAY200526,ORD100345,CUST00513,Credit Card,88.37,2022-01-25,Refunded,USD,XQJQXK1VIY3Z,Square
PAY200527,ORD100466,CUST00844,Bank Transfer,853.42,2023-07-25,Refunded,USD,YYBDAU8EZKXQ,Stripe
PAY200528,ORD100490,CUST00042,UPI,4289.35,2025-03-05,INVALID_STATUS,XYZ,Z4GZW6IZ1256,Razorpay
PAY200529,ORD101310,CUST00219,Cash on Delivery,2442.8,2024-12-31,Refunded,GBP,4XUTXBE5NW8R,Stripe
PAY200530,ORD100699,CUST00531,Cash on Delivery,-2823.82,2022-05-13,Refunded,USD,YSVCZA0E9EKO,PayPal
PAY200531,ORD100781,CUST00730,PayPal,3265.7,2022-07-31,Pending,USD,1Q2G15R83Y74,PayPal
PAY200532,ORD100378,CUST00247,,2510.36,2024-09-15,Refunded,AED,AQUEFIMDDX13,Square
PAY200533,ORD100334,CUST00774,PayPal,871.69,2024-09-16,Completed,SGD,OO0FP64THU9Q,Paytm
PAY200534,ORD100629,CUST00413,Debit Card,3802.0,2024-12-20,Completed,USD,3G9R304ABISC,Adyen
PAY200535,ORD101048,CUST00770,Cash on Delivery,3679.22,2024-06-09,Pending,INR,B22ZU6SJJFZP,Adyen
PAY200536,ORD100623,CUST00554,Bank Transfer,2229.28,2024-04-18,Pending,SGD,OCRK53OPPOYD,Square
PAY200537,ORD101044,CUST00165,PayPal,2535.62,2024-07-03,Failed,AED,RM43GMEFG9O9,Razorpay
PAY200538,ORD100119,CUST00222,Bank Transfer,668.79,2024-03-07,Failed,GBP,G78IA619Q1J1,Adyen
PAY200539,ORD100780,CUST00233,PayPal,1708.31,2024-06-05,Failed,INR,XJOREMURWVAZ,PayPal
PAY200540,ORD_GHOST_13,CUST00859,Bank Transfer,-4404.72,2024-03-29,Refunded,SGD,7GRI9ETMO11I,Razorpay
PAY200541,ORD100448,CUST00510,UPI,3387.14,2023-01-17,Pending,USD,B3Z30ZBTVFH7,Stripe
PAY200542,ORD100418,CUST00761,Debit Card,2256.57,2023-07-02,Pending,INR,5HEW5STNW8EX,Square
PAY200543,ORD101281,CUST00013,Net Banking,1383.44,2023-03-25,Completed,SGD,SZW1YE8UNA9W,PayPal
PAY200544,ORD100756,CUST00865,UPI,3544.8,2023-09-22,Pending,USD,NXTIWFKLZWQX,Square
PAY200545,ORD100877,CUST00535,Debit Card,2670.13,2025-06-17,Failed,INR,SUWUHQ6Q6Y5Y,Stripe
PAY200546,ORD100762,CUST00024,,1228.21,2022-07-13,Failed,SGD,,Paytm
PAY200547,ORD101306,CUST00688,Bank Transfer,3848.7,2024-04-05,Refunded,INR,9RQ53UTIUMW6,Stripe
PAY200548,ORD100473,CUST00541,Debit Card,1708.0,2023-09-28,Refunded,AED,GDM1IYKU9IVW,Square
PAY200549,ORD100591,CUST00008,UPI,1045.26,2025-02-26,Failed,GBP,OPXNCCRBF4AF,Paytm
PAY200550,ORD100417,CUST00390,Bank Transfer,-3373.83,2023-03-30,INVALID_STATUS,GBP,0XQZ3G0KSJH9,Paytm
PAY200551,ORD101367,CUST00401,PayPal,75.19,2022-07-16,Completed,USD,VKSO8AP90OK1,Square
PAY200552,ORD101169,CUST00644,PayPal,3469.71,2024-08-18,Failed,SGD,N7D922WAHDO6,Adyen
PAY200553,ORD101345,CUST00678,Credit Card,1860.45,2025-02-19,Completed,GBP,MRIJPUK62Y8T,Square
PAY200554,ORD100116,CUST00763,Debit Card,3866.41,2023-10-29,Completed,GBP,OM9TP2KQDT1S,Paytm
PAY200555,ORD100560,CUST00252,Credit Card,4085.68,2023-12-28,Refunded,SGD,LHBFLFB4X3OO,Square
PAY200556,ORD101310,CUST00170,UPI,1362.83,2023-04-01,Pending,GBP,JOL9GDMBIQAT,Razorpay
PAY200557,ORD100676,CUST00889,UPI,1586.19,2025-06-27,Refunded,AED,AK2HOPQ0UX5P,Razorpay
PAY200558,ORD100363,CUST00119,Cash on Delivery,4071.82,2022-04-01,Pending,SGD,3OLM2ZZZW6B2,PayPal
PAY200559,ORD100251,CUST00322,Debit Card,2629.61,2023-03-30,Pending,GBP,ETZXA3SLA5GM,Paytm
PAY200560,ORD_GHOST_3,CUST00809,,-2617.36,2022-08-05,Completed,INR,434DT6UN63VV,Square
PAY200561,ORD100237,CUST00195,Credit Card,4571.07,2024-02-05,Failed,XYZ,ED33I7OPS2RR,Square
PAY200562,ORD100023,CUST00658,PayPal,1590.38,2022-10-30,Pending,INR,1846849A7ZVD,Square
PAY200563,ORD100450,CUST00213,Cash on Delivery,4073.26,2022-06-02,Pending,GBP,UFEU71JX73RY,Paytm
PAY200564,ORD101015,CUST00372,Net Banking,2634.64,2023-12-16,Pending,AED,JAOC78GO9EBI,Stripe
PAY200565,ORD100795,CUST00607,Credit Card,4983.37,2024-01-29,Refunded,GBP,RDDTBXT6YEYX,Razorpay
PAY200566,ORD101391,CUST00630,Debit Card,4226.59,2023-03-30,Completed,INR,LV01U6C2H23M,Paytm
PAY200567,ORD101136,CUST00674,Cash on Delivery,3453.24,2025-05-24,Completed,USD,5ZWUOT8MMDFB,Razorpay
PAY200568,ORD100864,CUST00007,Cash on Delivery,2618.39,2024-04-09,Failed,USD,761J0345ZYRD,Stripe
PAY200569,ORD101130,CUST00861,PayPal,1218.62,2024-05-20,Failed,GBP,K5BOV3036B3Y,Paytm
PAY200570,ORD100537,CUST00349,PayPal,-2021.96,2025-05-01,Pending,SGD,W6MXRF9CFWAW,Paytm
PAY200571,ORD101332,CUST00454,UPI,4543.12,2023-01-02,Pending,SGD,KOODVMBO4KF9,Paytm
PAY200572,ORD100252,CUST00481,PayPal,4946.68,2024-02-08,INVALID_STATUS,SGD,6E2YE38D1N1T,Paytm
PAY200573,ORD100016,CUST00787,PayPal,988.72,2025-05-07,Pending,GBP,3OT79YRBON40,Adyen
PAY200574,ORD100604,CUST00046,,832.78,2024-01-16,Refunded,INR,HZFFGHF3OBS0,Square
PAY200575,ORD101268,CUST00317,Net Banking,3021.01,2022-05-09,Pending,USD,N4MFW66L1GEJ,Paytm
PAY200576,ORD100034,CUST00338,UPI,3082.47,2023-04-16,Pending,INR,F0ZADF5JJ002,PayPal
PAY200577,ORD101312,CUST00818,Cash on Delivery,421.77,2022-03-05,Refunded,SGD,IZ2H4Q4VTYK1,Stripe
PAY200578,ORD100235,CUST00438,Debit Card,4656.27,2022-10-29,Completed,INR,R756SSX82UFL,Paytm
PAY200579,ORD100704,CUST00475,Cash on Delivery,2620.63,2025-06-16,Refunded,INR,YNR9155P1KST,Razorpay
PAY200580,ORD_GHOST_11,CUST00776,UPI,-4961.1,2022-11-02,Failed,GBP,0ELLCQSUGABI,PayPal
PAY200581,ORD100748,CUST00236,Debit Card,2792.39,2024-12-15,Refunded,INR,AJOP6ZTT8KZ3,Paytm
PAY200582,ORD100161,CUST00741,Bank Transfer,3342.38,2022-04-24,Refunded,GBP,HY3ZOMGN1EEX,Stripe
PAY200583,ORD100984,CUST00862,UPI,1512.89,2022-06-18,Failed,INR,A3ANJKF2V7MQ,PayPal
PAY200584,ORD100419,CUST00219,Cash on Delivery,392.18,2025-06-08,Refunded,USD,3YNIIJUQW4QD,Stripe
PAY200585,ORD100421,CUST00811,UPI,3184.24,2023-04-09,Failed,SGD,VNZZ3ZW0SD7S,Stripe
PAY200586,ORD100267,CUST00119,Debit Card,1863.46,2025-04-24,Refunded,SGD,JQ9HE6VB7HFG,Square
PAY200587,ORD100658,CUST00271,Credit Card,2805.9,2024-06-18,Failed,AED,HEL706HOQQ0R,Stripe
PAY200588,ORD100940,CUST00019,,1144.84,2024-02-28,Failed,AED,,Stripe
PAY200589,ORD101189,CUST00849,Net Banking,4643.26,2024-10-28,Pending,AED,UJPPZHH46ZMV,Paytm
PAY200590,ORD101167,CUST00171,Net Banking,-3328.17,2022-03-17,Refunded,AED,BJMIGJ6HM3J5,Square
PAY200591,ORD100187,CUST00116,Cash on Delivery,4834.6,2023-09-26,Refunded,GBP,D8GBNIUD1AU0,Razorpay
PAY200592,ORD100770,CUST00259,Credit Card,3148.3,2024-12-19,Completed,AED,0U7033ZUJCIU,Razorpay
PAY200593,ORD100213,CUST00214,Debit Card,3827.16,2024-04-19,Refunded,GBP,UGOPRRUMUC4L,Paytm
PAY200594,ORD100526,CUST00610,Debit Card,411.22,2023-12-10,INVALID_STATUS,XYZ,X2G24GVA34E5,Stripe
PAY200595,ORD100192,CUST00077,Credit Card,455.89,2025-06-02,Failed,GBP,SAK0OJW1JVAA,Adyen
PAY200596,ORD101074,CUST00404,Cash on Delivery,531.38,2024-02-27,Failed,AED,ZA49XUD9RT7N,Square
PAY200597,ORD101172,CUST00391,Net Banking,2335.86,2023-04-19,Refunded,INR,9VOBGGGKYCSN,Square
PAY200598,ORD100898,CUST00163,PayPal,4484.24,2024-01-14,Refunded,USD,X1N6PH1RAEMY,Stripe
PAY200599,ORD100955,CUST00693,Bank Transfer,2520.73,2023-01-10,Refunded,USD,3VSOTTXT1B1M,Square
PAY200600,ORD_GHOST_7,CUST00206,Net Banking,-4711.73,2024-10-22,Refunded,SGD,KHZH4J5BNFOR,Paytm
PAY200601,ORD100718,CUST00609,Bank Transfer,1998.86,2023-06-25,Failed,SGD,Q0NJVJPCMW0J,Paytm
PAY200602,ORD100517,CUST00885,,1632.6,2022-03-15,Pending,GBP,ANPGXUJ3SO5X,PayPal
PAY200603,ORD100681,CUST00899,Cash on Delivery,183.58,2024-06-22,Failed,GBP,T71RAIH0NOGZ,Stripe
PAY200604,ORD100507,CUST00417,Bank Transfer,3024.14,2023-09-13,Completed,GBP,3BHH85DA5H3Z,Stripe
PAY200605,ORD100643,CUST00106,Net Banking,277.15,2022-10-17,Failed,SGD,ITWPHKOKPY98,Paytm
PAY200606,ORD100884,CUST00764,Cash on Delivery,234.85,2023-03-24,Pending,AED,H2WJMFB8U3C5,Stripe
PAY200607,ORD100366,CUST00644,Net Banking,2471.7,2022-04-02,Completed,SGD,LO9J5RWHHI4P,PayPal
PAY200608,ORD100515,CUST00221,Cash on Delivery,4452.76,2024-07-04,Failed,GBP,ZRV4A3M1XGB1,Stripe
PAY200609,ORD100826,CUST00882,Net Banking,2662.89,2023-11-16,Refunded,USD,RW6T77VIZ75U,Razorpay
PAY200610,ORD100384,CUST00504,PayPal,-2335.52,2024-01-16,Failed,USD,Z86IOSA6S9RC,Stripe
PAY200611,ORD101286,CUST00822,Credit Card,3781.49,2024-01-15,Completed,AED,JR8S1YKTJ82I,Square
PAY200612,ORD100719,CUST00474,Bank Transfer,1104.68,2023-11-04,Failed,USD,55WRSWG5T3IX,Paytm
PAY200613,ORD100524,CUST00252,Net Banking,3709.82,2022-06-19,Refunded,SGD,LW3895TX69VA,Razorpay
PAY200614,ORD101281,CUST00035,Net Banking,2332.78,2024-02-01,Completed,GBP,FW2ENH6BE8XO,Razorpay
PAY200615,ORD100448,CUST00022,Debit Card,4799.0,2022-12-05,Failed,AED,M89BVV2J2CGQ,Razorpay
PAY200616,ORD100052,CUST00121,,772.55,2025-06-01,INVALID_STATUS,USD,U7AKHXTZ1YNS,Stripe
PAY200617,ORD100616,CUST00542,PayPal,4378.71,2022-03-08,Pending,USD,6MTZHSP3V5VS,Adyen
PAY200618,ORD100307,CUST00278,Bank Transfer,4163.59,2023-11-06,Failed,INR,SD4TR4GSE74V,Stripe
PAY200619,ORD101033,CUST00352,UPI,964.1,2024-01-13,Refunded,AED,12XC6VI7EP03,PayPal
PAY200620,ORD_GHOST_13,CUST00311,Net Banking,-1345.92,2024-10-24,Refunded,USD,YM31SK0540SE,PayPal
PAY200621,ORD100590,CUST00417,Debit Card,3573.63,2022-03-26,Failed,USD,P4VN2V27NLS4,Square
PAY200622,ORD100274,CUST00680,Cash on Delivery,805.09,2024-06-17,Failed,GBP,Q4W7JUGKZESF,PayPal
PAY200623,ORD101201,CUST00832,PayPal,4066.53,2024-09-15,Refunded,SGD,BRZ56VK3U0QJ,Adyen
PAY200624,ORD100216,CUST00447,Bank Transfer,2160.54,2023-02-09,Failed,AED,XRFNH671PJ0A,PayPal
PAY200625,ORD100253,CUST00802,Net Banking,816.58,2022-11-10,Pending,AED,OHCKNEWJR73C,PayPal
PAY200626,ORD100746,CUST00345,UPI,2800.64,2023-08-17,Failed,SGD,85NPGE98XH27,Paytm
PAY200627,ORD100849,CUST00425,Cash on Delivery,2569.42,2025-02-21,Failed,XYZ,K2UBPZKCD6YU,Razorpay
PAY200628,ORD100191,CUST00641,PayPal,3605.08,2024-07-24,Pending,INR,ONB7YICYBU8S,Square
PAY200629,ORD101118,CUST00359,Credit Card,3248.84,2022-02-20,Completed,GBP,N1HCD4GFKBZY,Adyen
PAY200630,ORD100486,CUST00725,,-1124.81,2025-03-14,Pending,AED,,Square
PAY200631,ORD100608,CUST00291,PayPal,4765.33,2024-07-10,Completed,AED,1PI5520TKZGG,Paytm
PAY200632,ORD100890,CUST00300,Bank Transfer,2429.64,2022-11-01,Refunded,GBP,JBQU111VPIVX,Square
PAY200633,ORD100190,CUST00700,Net Banking,3480.63,2024-08-29,Failed,GBP,VGNQD7J3H2WM,Stripe
PAY200634,ORD100669,CUST00339,UPI,4050.03,2024-04-06,Pending,INR,WAFN21472J8N,Paytm
PAY200635,ORD101367,CUST00828,Bank Transfer,2620.84,2022-09-07,Pending,INR,U2I1W5ENRGBQ,Razorpay
PAY200636,ORD100995,CUST00724,Credit Card,2812.09,2023-07-07,Refunded,USD,HO7Z98RI72LN,PayPal
PAY200637,ORD101383,CUST00795,Bank Transfer,2274.31,2024-03-28,Failed,AED,SUA5M4EO0XJJ,Square
PAY200638,ORD100540,CUST00220,Debit Card,4842.17,2023-04-05,INVALID_STATUS,USD,ND8M52GCF9SP,Paytm
PAY200639,ORD100204,CUST00887,Debit Card,1874.86,2022-04-14,Failed,USD,WD8M7AMNDI5T,Stripe
PAY200640,ORD_GHOST_8,CUST00090,Debit Card,-3148.24,2023-01-20,Pending,SGD,S76O9GRVZ2EH,Stripe
PAY200641,ORD100003,CUST00412,PayPal,250.76,2024-11-01,Completed,AED,BNECJQ427U1N,Square
PAY200642,ORD100042,CUST00342,Credit Card,4243.86,2024-08-26,Pending,GBP,WP82H6SGL5WR,Adyen
PAY200643,ORD100750,CUST00127,Credit Card,1143.09,2024-05-26,Completed,SGD,169DTQM73D9I,Razorpay
PAY200644,ORD100089,CUST00291,,1266.85,2025-06-02,Refunded,GBP,IDOOOBHO68MA,Razorpay
PAY200645,ORD100513,CUST00465,Debit Card,1663.02,2023-11-24,Refunded,AED,76YO60F0EA86,Adyen
PAY200646,ORD100894,CUST00564,PayPal,2462.77,2024-05-22,Completed,GBP,QCCGZDN5V38N,Razorpay
PAY200647,ORD101176,CUST00823,Credit Card,1186.7,2023-04-19,Failed,GBP,T0Z85PRCPKFD,Square
PAY200648,ORD100465,CUST00033,Net Banking,782.13,2022-12-28,Failed,AED,02WY0UFBC16L,PayPal
PAY200649,ORD101114,CUST00517,Credit Card,212.25,2023-10-10,Completed,SGD,HK10IO1AR1ZG,Adyen
PAY200650,ORD100108,CUST00003,UPI,-2909.31,2025-01-11,Completed,AED,1JQQXF2A8JC3,PayPal
PAY200651,ORD101274,CUST00174,Cash on Delivery,2781.41,2023-04-04,Pending,SGD,0DX4NTQVNMD8,Razorpay
PAY200652,ORD101152,CUST00245,Credit Card,201.11,2022-05-22,Failed,GBP,6V1VTIXRH6KR,Square
PAY200653,ORD101233,CUST00731,Credit Card,4092.28,2023-09-07,Refunded,GBP,Z2K9MF0U7NAR,Paytm
PAY200654,ORD100755,CUST00007,Debit Card,2903.92,2024-03-13,Completed,AED,TXPXZQU3O193,Adyen
PAY200655,ORD100784,CUST00807,Credit Card,3711.1,2022-05-13,Refunded,SGD,4AE952PAXV4A,Square
PAY200656,ORD100137,CUST00670,Cash on Delivery,2363.4,2022-04-11,Pending,INR,ROGA72YSQRRB,PayPal
PAY200657,ORD101374,CUST00603,PayPal,2347.52,2024-02-29,Pending,USD,DMX1VOP8QW8N,Adyen
PAY200658,ORD101152,CUST00703,,604.74,2025-04-29,Pending,INR,B56EHO40U0QK,Square
PAY200659,ORD101372,CUST00625,Credit Card,914.8,2022-04-02,Refunded,GBP,DQJ3SXGTT0RR,Square
PAY200660,ORD_GHOST_7,CUST00289,Debit Card,-2520.67,2025-05-28,INVALID_STATUS,XYZ,7Y8XLTNVV1GF,Stripe
PAY200661,ORD100164,CUST00627,UPI,1040.73,2024-02-18,Refunded,SGD,ENRUU8UHIBWI,Square
PAY200662,ORD100979,CUST00571,Bank Transfer,1122.91,2023-10-20,Refunded,SGD,E20RILLPGEY1,Paytm
PAY200663,ORD100519,CUST00492,Debit Card,2545.7,2022-08-21,Pending,AED,VXH0EI92EHPQ,Paytm
PAY200664,ORD100687,CUST00009,Bank Transfer,3976.42,2025-03-08,Failed,AED,N1XL8YRR4CKC,Razorpay
PAY200665,ORD101370,CUST00309,Debit Card,1097.83,2023-10-16,Failed,INR,SZCLM4F8FWS0,Razorpay
PAY200666,ORD100779,CUST00606,Net Banking,3524.06,2024-02-04,Failed,AED,GWHUON3QASLA,Square
PAY200667,ORD100557,CUST00234,Bank Transfer,3881.35,2025-04-01,Failed,GBP,2CZAFR0RWM4F,Stripe
PAY200668,ORD100218,CUST00872,PayPal,2646.63,2022-05-26,Refunded,SGD,6WE815VN8LT2,Adyen
PAY200669,ORD100158,CUST00104,Credit Card,491.3,2024-10-19,Pending,GBP,QOX54K7YNK76,PayPal
PAY200670,ORD100852,CUST00167,Credit Card,-66.07,2022-12-31,Pending,GBP,Z2WZFIKR41IK,PayPal
PAY200671,ORD100788,CUST00393,Cash on Delivery,4569.69,2023-11-29,Failed,AED,YZBB27S9BU1D,Razorpay
PAY200672,ORD100690,CUST00137,,419.07,2022-06-24,Pending,USD,,PayPal
PAY200673,ORD100552,CUST00125,Net Banking,999.14,2023-02-08,Refunded,GBP,0AS9V7LP1LEX,Stripe
PAY200674,ORD101365,CUST00383,Debit Card,3648.78,2025-01-28,Completed,GBP,G2VG35XDKU6J,Stripe
PAY200675,ORD100594,CUST00113,Debit Card,1457.01,2022-06-22,Failed,AED,6UUKGLAEFZDK,Stripe
PAY200676,ORD100311,CUST00053,Bank Transfer,3115.44,2024-11-02,Failed,GBP,P9SSOWTYFG2E,Adyen
PAY200677,ORD100789,CUST00469,PayPal,4440.23,2023-11-01,Completed,AED,LJXE6L2ZUADG,Square
PAY200678,ORD100644,CUST00141,Net Banking,1127.76,2024-01-06,Pending,INR,KT790F00JGO4,Adyen
PAY200679,ORD100497,CUST00800,UPI,832.59,2022-10-13,Pending,GBP,FTPBQNLE7H97,Adyen
PAY200680,ORD_GHOST_9,CUST00770,Bank Transfer,-2699.55,2024-05-23,Refunded,AED,K8Z6R5CQM24B,Razorpay
PAY200681,ORD100447,CUST00716,Cash on Delivery,227.19,2024-01-29,Completed,USD,Y31ZR7KQ9MGM,Stripe
